0.,0.,0.,0.,0.13799892717658094
1.,0.,0.,0.,0.07350291217725011
2.,0.,0.,0.,0.036189579163199696
3.,0.,0.,0.,0.03578406875355056
0.,0.,0.,1.,0.01402138210855189
1.,0.,0.,1.,0.008755849629750515
2.,0.,0.,1.,0.0038026738099388724
3.,0.,0.,1.,0.0028006244799729588
0.,0.,0.,2.,0.005457887508480069
1.,0.,0.,2.,0.0032202718095878102
2.,0.,0.,2.,0.0012649132988055967
3.,0.,0.,2.,0.0007317730700244705
0.,0.,0.,3.,0.0050126752833016775
1.,0.,0.,3.,0.002788803840221891
2.,0.,0.,3.,0.0009896144666345335
3.,0.,0.,3.,0.00041555869718246026
0.,0.,1.,0.,0.045809784792378114
1.,0.,1.,0.,0.01979446905292431
2.,0.,1.,0.,0.009305495051905721
3.,0.,1.,0.,0.009331062101645717
0.,0.,2.,0.,0.024400448180548838
1.,0.,2.,0.,0.009435847912713775
2.,0.,2.,0.,0.0038424887989090234
3.,0.,2.,0.,0.003193263863786951
0.,0.,3.,0.,0.027930220776424913
1.,0.,3.,0.,0.010100673865607767
2.,0.,3.,0.,0.0036212685344963105
3.,0.,3.,0.,0.0021890479136698546
0.,1.,0.,0.,0.08278028091397407
1.,1.,0.,0.,0.03882584341380705
2.,1.,0.,0.,0.016553907332932216
3.,1.,0.,0.,0.013675494933831737
0.,1.,0.,1.,0.009656454591247546
1.,1.,0.,1.,0.0069526343329421965
2.,1.,0.,1.,0.003282764051056246
3.,1.,0.,1.,0.0024385636009947413
0.,1.,0.,2.,0.0033228297869781465
1.,1.,0.,2.,0.0024282566760110125
2.,1.,0.,2.,0.0011168990079986096
3.,1.,0.,2.,0.0007235056140024752
0.,1.,0.,3.,0.0028019836891980394
1.,1.,0.,3.,0.0019622990481511075
2.,1.,0.,3.,0.0008401338252834498
3.,1.,0.,3.,0.0004295006890322228
0.,1.,1.,0.,0.017291709547259847
1.,1.,1.,0.,0.005713885947380935
2.,1.,1.,0.,0.00215859561813453
3.,1.,1.,0.,0.0018279195499980763
0.,1.,2.,0.,0.007341716493590412
1.,1.,2.,0.,0.002444655663602907
2.,1.,2.,0.,0.0008698295883482752
3.,1.,2.,0.,0.0006208379714552616
0.,1.,3.,0.,0.007215042691562493
1.,1.,3.,0.,0.0024357867183700875
2.,1.,3.,0.,0.0008204136881811536
3.,1.,3.,0.,0.00045250860950311363
0.,2.,0.,0.,0.04981572228654323
1.,2.,0.,0.,0.021315418616301963
2.,2.,0.,0.,0.008113784678406724
3.,2.,0.,0.,0.0055004352714839565
0.,2.,0.,1.,0.004825004627170716
1.,2.,0.,1.,0.0037037166389949517
2.,2.,0.,1.,0.0018196731007250762
3.,2.,0.,1.,0.0013289478780224102
0.,2.,0.,2.,0.0013930119930141394
1.,2.,0.,2.,0.0011794231905069893
2.,2.,0.,2.,0.0006071920913230176
3.,2.,0.,2.,0.0004275558539073878
0.,2.,0.,3.,0.0010077703420732383
1.,2.,0.,3.,0.000850502116528921
2.,2.,0.,3.,0.000425619784900754
3.,2.,0.,3.,0.0002582485821593252
0.,2.,1.,0.,0.009397479910917017
1.,2.,1.,0.,0.0025765248070668866
2.,2.,1.,0.,0.0007532029179810424
3.,2.,1.,0.,0.0004516343205907783
0.,2.,2.,0.,0.0032117932704454795
1.,2.,2.,0.,0.0009161904658792832
2.,2.,2.,0.,0.00027270852612697725
3.,2.,2.,0.,0.00014969317727163902
0.,2.,3.,0.,0.0024721511774201373
1.,2.,3.,0.,0.000763303401074351
2.,2.,3.,0.,0.0002348049677549848
3.,2.,3.,0.,0.00011286123957965902
0.,3.,0.,0.,0.061976480428194314
1.,3.,0.,0.,0.024543881996531684
2.,3.,0.,0.,0.008288909279652094
3.,3.,0.,0.,0.0041189618124185335
0.,3.,0.,1.,0.004602477760721102
1.,3.,0.,1.,0.003486011200647502
2.,3.,0.,1.,0.0016735855067799153
3.,3.,0.,1.,0.0010877264535809465
0.,3.,0.,2.,0.0009797935186370307
1.,3.,0.,2.,0.0008980228282437383
2.,3.,0.,2.,0.0004942730669420944
3.,3.,0.,2.,0.0003579178850851729
0.,3.,0.,3.,0.00045480950511798485
1.,3.,0.,3.,0.00046255220637085446
2.,3.,0.,3.,0.0002729606467571548
3.,3.,0.,3.,0.00020129844726845937
0.,3.,1.,0.,0.012089498830462552
1.,3.,1.,0.,0.003083039519602859
2.,3.,1.,0.,0.0007608832949404174
3.,3.,1.,0.,0.00028029372659601847
0.,3.,2.,0.,0.0035416934311527397
1.,3.,2.,0.,0.0009028864018656464
2.,3.,2.,0.,0.0002264394848053543
3.,3.,2.,0.,0.00008401242804021493
0.,3.,3.,0.,0.001859644099419022
1.,3.,3.,0.,0.0005156693112272152
2.,3.,3.,0.,0.00014084482567554627
3.,3.,3.,0.,0.00005521715621947016
"-1. + _","-1. + _","-1. + _","-1. + _",0.
