path_idx	node_id	LCA	label	event	count	C_A	C_B	M_B_A	m_1	m_4
183	13	21	A=[b1,b2,b2];B=[b1]	C_A	2	3	0	1	4	0
183	24	21	A=[b1+b2,b2];B=[b1]	C_A	1	1	0	1	2	1
183	20	21	A=[b1+b2+b2];B=[b1]	M_B_A	1	0	0	1	1	0
183	21	21	A=[b1,b1+b2+b2]	C_A	1	1	0	0	1	0
184	5	21	B=[b1,b1,b2,b2]	M_B_A	2	0	6	4	4	0
184	8	21	A=[b2];B=[b1,b1,b2]	M_B_A	2	0	3	3	4	0
184	12	21	A=[b1,b2];B=[b1,b2]	M_B_A	1	1	1	2	4	0
184	13	21	A=[b1,b2,b2];B=[b1]	C_A	2	3	0	1	4	0
184	17	21	A=[b1+b2,b2];B=[b1]	M_B_A	1	1	0	1	2	1
184	22	21	A=[b1,b1+b2,b2]	C_A	1	3	0	0	2	1
184	21	21	A=[b1+b1+b2,b2]	C_A	1	1	0	0	1	0
185	5	21	B=[b1,b1,b2,b2]	M_B_A	2	0	6	4	4	0
185	8	21	A=[b2];B=[b1,b1,b2]	M_B_A	2	0	3	3	4	0
185	12	21	A=[b1,b2];B=[b1,b2]	M_B_A	1	1	1	2	4	0
185	13	21	A=[b1,b2,b2];B=[b1]	C_A	2	3	0	1	4	0
185	17	21	A=[b1+b2,b2];B=[b1]	M_B_A	1	1	0	1	2	1
185	23	21	A=[b1,b1+b2,b2]	C_A	1	3	0	0	2	1
185	21	21	A=[b1+b2,b1+b2]	C_A	1	1	0	0	0	2
186	5	21	B=[b1,b1,b2,b2]	M_B_A	2	0	6	4	4	0
186	8	21	A=[b2];B=[b1,b1,b2]	M_B_A	2	0	3	3	4	0
186	12	21	A=[b1,b2];B=[b1,b2]	M_B_A	1	1	1	2	4	0
186	13	21	A=[b1,b2,b2];B=[b1]	C_A	2	3	0	1	4	0
186	17	21	A=[b1+b2,b2];B=[b1]	M_B_A	1	1	0	1	2	1
186	20	21	A=[b1,b1+b2,b2]	C_A	1	3	0	0	2	1
186	21	21	A=[b1,b1+b2+b2]	C_A	1	1	0	0	1	0
187	5	21	B=[b1,b1,b2,b2]	M_B_A	2	0	6	4	4	0
187	8	21	A=[b2];B=[b1,b1,b2]	M_B_A	2	0	3	3	4	0
187	12	21	A=[b1,b2];B=[b1,b2]	M_B_A	1	1	1	2	4	0
187	14	21	A=[b1,b2,b2];B=[b1]	C_A	1	3	0	1	4	0
187	24	21	A=[b1,b2+b2];B=[b1]	C_A	1	1	0	1	2	1
187	20	21	A=[b1+b2+b2];B=[b1]	M_B_A	1	0	0	1	1	0
187	21	21	A=[b1,b1+b2+b2]	C_A	1	1	0	0	1	0
188	5	21	B=[b1,b1,b2,b2]	M_B_A	2	0	6	4	4	0
188	8	21	A=[b2];B=[b1,b1,b2]	M_B_A	2	0	3	3	4	0
188	12	21	A=[b1,b2];B=[b1,b2]	M_B_A	1	1	1	2	4	0
188	14	21	A=[b1,b2,b2];B=[b1]	C_A	1	3	0	1	4	0
188	18	21	A=[b1,b2+b2];B=[b1]	M_B_A	1	1	0	1	2	1
188	19	21	A=[b1,b1,b2+b2]	C_A	1	3	0	0	2	1
188	21	21	A=[b1+b1,b2+b2]	C_A	1	1	0	0	0	2
189	5	21	B=[b1,b1,b2,b2]	M_B_A	2	0	6	4	4	0
189	8	21	A=[b2];B=[b1,b1,b2]	M_B_A	2	0	3	3	4	0
189	12	21	A=[b1,b2];B=[b1,b2]	M_B_A	1	1	1	2	4	0
189	14	21	A=[b1,b2,b2];B=[b1]	C_A	1	3	0	1	4	0
189	18	21	A=[b1,b2+b2];B=[b1]	M_B_A	1	1	0	1	2	1
189	20	21	A=[b1,b1,b2+b2]	C_A	2	3	0	0	2	1
189	21	21	A=[b1,b1+b2+b2]	C_A	1	1	0	0	1	0
190	5	21	B=[b1,b1,b2,b2]	M_B_A	2	0	6	4	4	0
190	8	21	A=[b2];B=[b1,b1,b2]	M_B_A	2	0	3	3	4	0
190	12	21	A=[b1,b2];B=[b1,b2]	M_B_A	1	1	1	2	4	0
190	15	21	A=[b1,b2,b2];B=[b1]	M_B_A	1	3	0	1	4	0
190	16	21	A=[b1,b1,b2,b2]	C_A	1	6	0	0	4	0
190	22	21	A=[b1+b1,b2,b2]	C_A	2	3	0	0	2	1
190	21	21	A=[b1+b1+b2,b2]	C_A	1	1	0	0	1	0
191	5	21	B=[b1,b1,b2,b2]	M_B_A	2	0	6	4	4	0
191	8	21	A=[b2];B=[b1,b1,b2]	M_B_A	2	0	3	3	4	0
191	12	21	A=[b1,b2];B=[b1,b2]	M_B_A	1	1	1	2	4	0
191	15	21	A=[b1,b2,b2];B=[b1]	M_B_A	1	3	0	1	4	0
191	16	21	A=[b1,b1,b2,b2]	C_A	1	6	0	0	4	0
191	19	21	A=[b1+b1,b2,b2]	C_A	1	3	0	0	2	1
191	21	21	A=[b1+b1,b2+b2]	C_A	1	1	0	0	0	2
192	5	21	B=[b1,b1,b2,b2]	M_B_A	2	0	6	4	4	0
192	8	21	A=[b2];B=[b1,b1,b2]	M_B_A	2	0	3	3	4	0
192	12	21	A=[b1,b2];B=[b1,b2]	M_B_A	1	1	1	2	4	0
192	15	21	A=[b1,b2,b2];B=[b1]	M_B_A	1	3	0	1	4	0
192	17	21	A=[b1,b1,b2,b2]	C_A	4	6	0	0	4	0
192	22	21	A=[b1,b1+b2,b2]	C_A	1	3	0	0	2	1
192	21	21	A=[b1+b1+b2,b2]	C_A	1	1	0	0	1	0
193	5	21	B=[b1,b1,b2,b2]	M_B_A	2	0	6	4	4	0
193	8	21	A=[b2];B=[b1,b1,b2]	M_B_A	2	0	3	3	4	0
193	12	21	A=[b1,b2];B=[b1,b2]	M_B_A	1	1	1	2	4	0
193	15	21	A=[b1,b2,b2];B=[b1]	M_B_A	1	3	0	1	4	0
193	17	21	A=[b1,b1,b2,b2]	C_A	4	6	0	0	4	0
193	23	21	A=[b1,b1+b2,b2]	C_A	1	3	0	0	2	1
193	21	21	A=[b1+b2,b1+b2]	C_A	1	1	0	0	0	2
194	5	21	B=[b1,b1,b2,b2]	M_B_A	2	0	6	4	4	0
194	8	21	A=[b2];B=[b1,b1,b2]	M_B_A	2	0	3	3	4	0
194	12	21	A=[b1,b2];B=[b1,b2]	M_B_A	1	1	1	2	4	0
194	15	21	A=[b1,b2,b2];B=[b1]	M_B_A	1	3	0	1	4	0
194	17	21	A=[b1,b1,b2,b2]	C_A	4	6	0	0	4	0
194	20	21	A=[b1,b1+b2,b2]	C_A	1	3	0	0	2	1
194	21	21	A=[b1,b1+b2+b2]	C_A	1	1	0	0	1	0
195	5	21	B=[b1,b1,b2,b2]	M_B_A	2	0	6	4	4	0
195	8	21	A=[b2];B=[b1,b1,b2]	M_B_A	2	0	3	3	4	0
195	12	21	A=[b1,b2];B=[b1,b2]	M_B_A	1	1	1	2	4	0
195	15	21	A=[b1,b2,b2];B=[b1]	M_B_A	1	3	0	1	4	0
195	18	21	A=[b1,b1,b2,b2]	C_A	1	6	0	0	4	0
195	19	21	A=[b1,b1,b2+b2]	C_A	1	3	0	0	2	1
195	21	21	A=[b1+b1,b2+b2]	C_A	1	1	0	0	0	2
196	5	21	B=[b1,b1,b2,b2]	M_B_A	2	0	6	4	4	0
196	8	21	A=[b2];B=[b1,b1,b2]	M_B_A	2	0	3	3	4	0
196	12	21	A=[b1,b2];B=[b1,b2]	M_B_A	1	1	1	2	4	0
196	15	21	A=[b1,b2,b2];B=[b1]	M_B_A	1	3	0	1	4	0
196	18	21	A=[b1,b1,b2,b2]	C_A	1	6	0	0	4	0
196	20	21	A=[b1,b1,b2+b2]	C_A	2	3	0	0	2	1
196	21	21	A=[b1,b1+b2+b2]	C_A	1	1	0	0	1	0
197	5	21	B=[b1,b1,b2,b2]	M_B_A	2	0	6	4	4	0
197	9	21	A=[b2];B=[b1,b1,b2]	M_B_A	1	0	3	3	4	0
197	10	21	A=[b2,b2];B=[b1,b1]	C_A	1	1	1	2	4	0
197	25	21	A=[b2+b2];B=[b1,b1]	C_B	1	0	1	2	2	1
197	19	21	A=[b2+b2];B=[b1+b1]	M_B_A	1	0	0	1	0	2
197	21	21	A=[b1+b1,b2+b2]	C_A	1	1	0	0	0	2
198	5	21	B=[b1,b1,b2,b2]	M_B_A	2	0	6	4	4	0
198	9	21	A=[b2];B=[b1,b1,b2]	M_B_A	1	0	3	3	4	0
198	10	21	A=[b2,b2];B=[b1,b1]	C_A	1	1	1	2	4	0
198	14	21	A=[b2+b2];B=[b1,b1]	M_B_A	2	0	1	2	2	1
198	24	21	A=[b1,b2+b2];B=[b1]	C_A	1	1	0	1	2	1
198	20	21	A=[b1+b2+b2];B=[b1]	M_B_A	1	0	0	1	1	0
198	21	21	A=[b1,b1+b2+b2]	C_A	1	1	0	0	1	0
199	5	21	B=[b1,b1,b2,b2]	M_B_A	2	0	6	4	4	0
199	9	21	A=[b2];B=[b1,b1,b2]	M_B_A	1	0	3	3	4	0
199	10	21	A=[b2,b2];B=[b1,b1]	C_A	1	1	1	2	4	0
199	14	21	A=[b2+b2];B=[b1,b1]	M_B_A	2	0	1	2	2	1
199	18	21	A=[b1,b2+b2];B=[b1]	M_B_A	1	1	0	1	2	1
199	19	21	A=[b1,b1,b2+b2]	C_A	1	3	0	0	2	1
199	21	21	A=[b1+b1,b2+b2]	C_A	1	1	0	0	0	2
200	5	21	B=[b1,b1,b2,b2]	M_B_A	2	0	6	4	4	0
200	9	21	A=[b2];B=[b1,b1,b2]	M_B_A	1	0	3	3	4	0
200	10	21	A=[b2,b2];B=[b1,b1]	C_A	1	1	1	2	4	0
200	14	21	A=[b2+b2];B=[b1,b1]	M_B_A	2	0	1	2	2	1
200	18	21	A=[b1,b2+b2];B=[b1]	M_B_A	1	1	0	1	2	1
200	20	21	A=[b1,b1,b2+b2]	C_A	2	3	0	0	2	1
200	21	21	A=[b1,b1+b2+b2]	C_A	1	1	0	0	1	0
201	5	21	B=[b1,b1,b2,b2]	M_B_A	2	0	6	4	4	0
201	9	21	A=[b2];B=[b1,b1,b2]	M_B_A	1	0	3	3	4	0
201	11	21	A=[b2,b2];B=[b1,b1]	C_B	1	1	1	2	4	0
201	25	21	A=[b2,b2];B=[b1+b1]	C_A	1	1	0	1	2	1
201	19	21	A=[b2+b2];B=[b1+b1]	M_B_A	1	0	0	1	0	2
201	21	21	A=[b1+b1,b2+b2]	C_A	1	1	0	0	0	2
202	5	21	B=[b1,b1,b2,b2]	M_B_A	2	0	6	4	4	0
202	9	21	A=[b2];B=[b1,b1,b2]	M_B_A	1	0	3	3	4	0
202	11	21	A=[b2,b2];B=[b1,b1]	C_B	1	1	1	2	4	0
202	16	21	A=[b2,b2];B=[b1+b1]	M_B_A	1	1	0	1	2	1
202	22	21	A=[b1+b1,b2,b2]	C_A	2	3	0	0	2	1
202	21	21	A=[b1+b1+b2,b2]	C_A	1	1	0	0	1	0
203	5	21	B=[b1,b1,b2,b2]	M_B_A	2	0	6	4	4	0
203	9	21	A=[b2];B=[b1,b1,b2]	M_B_A	1	0	3	3	4	0
203	11	21	A=[b2,b2];B=[b1,b1]	C_B	1	1	1	2	4	0
203	16	21	A=[b2,b2];B=[b1+b1]	M_B_A	1	1	0	1	2	1
203	19	21	A=[b1+b1,b2,b2]	C_A	1	3	0	0	2	1
203	21	21	A=[b1+b1,b2+b2]	C_A	1	1	0	0	0	2
204	5	21	B=[b1,b1,b2,b2]	M_B_A	2	0	6	4	4	0
204	9	21	A=[b2];B=[b1,b1,b2]	M_B_A	1	0	3	3	4	0
204	12	21	A=[b2,b2];B=[b1,b1]	M_B_A	2	1	1	2	4	0
204	13	21	A=[b1,b2,b2];B=[b1]	C_A	2	3	0	1	4	0
204	24	21	A=[b1+b2,b2];B=[b1]	C_A	1	1	0	1	2	1
204	20	21	A=[b1+b2+b2];B=[b1]	M_B_A	1	0	0	1	1	0
204	21	21	A=[b1,b1+b2+b2]	C_A	1	1	0	0	1	0
205	5	21	B=[b1,b1,b2,b2]	M_B_A	2	0	6	4	4	0
205	9	21	A=[b2];B=[b1,b1,b2]	M_B_A	1	0	3	3	4	0
205	12	21	A=[b2,b2];B=[b1,b1]	M_B_A	2	1	1	2	4	0
205	13	21	A=[b1,b2,b2];B=[b1]	C_A	2	3	0	1	4	0
205	17	21	A=[b1+b2,b2];B=[b1]	M_B_A	1	1	0	1	2	1
205	22	21	A=[b1,b1+b2,b2]	C_A	1	3	0	0	2	1
205	21	21	A=[b1+b1+b2,b2]	C_A	1	1	0	0	1	0
206	5	21	B=[b1,b1,b2,b2]	M_B_A	2	0	6	4	4	0
206	9	21	A=[b2];B=[b1,b1,b2]	M_B_A	1	0	3	3	4	0
206	12	21	A=[b2,b2];B=[b1,b1]	M_B_A	2	1	1	2	4	0
206	13	21	A=[b1,b2,b2];B=[b1]	C_A	2	3	0	1	4	0
206	17	21	A=[b1+b2,b2];B=[b1]	M_B_A	1	1	0	1	2	1
206	23	21	A=[b1,b1+b2,b2]	C_A	1	3	0	0	2	1
206	21	21	A=[b1+b2,b1+b2]	C_A	1	1	0	0	0	2
207	5	21	B=[b1,b1,b2,b2]	M_B_A	2	0	6	4	4	0
207	9	21	A=[b2];B=[b1,b1,b2]	M_B_A	1	0	3	3	4	0
207	12	21	A=[b2,b2];B=[b1,b1]	M_B_A	2	1	1	2	4	0
207	13	21	A=[b1,b2,b2];B=[b1]	C_A	2	3	0	1	4	0
207	17	21	A=[b1+b2,b2];B=[b1]	M_B_A	1	1	0	1	2	1
207	20	21	A=[b1,b1+b2,b2]	C_A	1	3	0	0	2	1
207	21	21	A=[b1,b1+b2+b2]	C_A	1	1	0	0	1	0
208	5	21	B=[b1,b1,b2,b2]	M_B_A	2	0	6	4	4	0
208	9	21	A=[b2];B=[b1,b1,b2]	M_B_A	1	0	3	3	4	0
208	12	21	A=[b2,b2];B=[b1,b1]	M_B_A	2	1	1	2	4	0
208	14	21	A=[b1,b2,b2];B=[b1]	C_A	1	3	0	1	4	0
208	24	21	A=[b1,b2+b2];B=[b1]	C_A	1	1	0	1	2	1
208	20	21	A=[b1+b2+b2];B=[b1]	M_B_A	1	0	0	1	1	0
208	21	21	A=[b1,b1+b2+b2]	C_A	1	1	0	0	1	0
209	5	21	B=[b1,b1,b2,b2]	M_B_A	2	0	6	4	4	0
209	9	21	A=[b2];B=[b1,b1,b2]	M_B_A	1	0	3	3	4	0
209	12	21	A=[b2,b2];B=[b1,b1]	M_B_A	2	1	1	2	4	0
209	14	21	A=[b1,b2,b2];B=[b1]	C_A	1	3	0	1	4	0
209	18	21	A=[b1,b2+b2];B=[b1]	M_B_A	1	1	0	1	2	1
209	19	21	A=[b1,b1,b2+b2]	C_A	1	3	0	0	2	1
209	21	21	A=[b1+b1,b2+b2]	C_A	1	1	0	0	0	2
210	5	21	B=[b1,b1,b2,b2]	M_B_A	2	0	6	4	4	0
210	9	21	A=[b2];B=[b1,b1,b2]	M_B_A	1	0	3	3	4	0
210	12	21	A=[b2,b2];B=[b1,b1]	M_B_A	2	1	1	2	4	0
210	14	21	A=[b1,b2,b2];B=[b1]	C_A	1	3	0	1	4	0
210	18	21	A=[b1,b2+b2];B=[b1]	M_B_A	1	1	0	1	2	1
210	20	21	A=[b1,b1,b2+b2]	C_A	2	3	0	0	2	1
210	21	21	A=[b1,b1+b2+b2]	C_A	1	1	0	0	1	0
211	5	21	B=[b1,b1,b2,b2]	M_B_A	2	0	6	4	4	0
211	9	21	A=[b2];B=[b1,b1,b2]	M_B_A	1	0	3	3	4	0
211	12	21	A=[b2,b2];B=[b1,b1]	M_B_A	2	1	1	2	4	0
211	15	21	A=[b1,b2,b2];B=[b1]	M_B_A	1	3	0	1	4	0
211	16	21	A=[b1,b1,b2,b2]	C_A	1	6	0	0	4	0
211	22	21	A=[b1+b1,b2,b2]	C_A	2	3	0	0	2	1
211	21	21	A=[b1+b1+b2,b2]	C_A	1	1	0	0	1	0
212	5	21	B=[b1,b1,b2,b2]	M_B_A	2	0	6	4	4	0
212	9	21	A=[b2];B=[b1,b1,b2]	M_B_A	1	0	3	3	4	0
212	12	21	A=[b2,b2];B=[b1,b1]	M_B_A	2	1	1	2	4	0
212	15	21	A=[b1,b2,b2];B=[b1]	M_B_A	1	3	0	1	4	0
212	16	21	A=[b1,b1,b2,b2]	C_A	1	6	0	0	4	0
212	19	21	A=[b1+b1,b2,b2]	C_A	1	3	0	0	2	1
212	21	21	A=[b1+b1,b2+b2]	C_A	1	1	0	0	0	2
213	5	21	B=[b1,b1,b2,b2]	M_B_A	2	0	6	4	4	0
213	9	21	A=[b2];B=[b1,b1,b2]	M_B_A	1	0	3	3	4	0
213	12	21	A=[b2,b2];B=[b1,b1]	M_B_A	2	1	1	2	4	0
213	15	21	A=[b1,b2,b2];B=[b1]	M_B_A	1	3	0	1	4	0
213	17	21	A=[b1,b1,b2,b2]	C_A	4	6	0	0	4	0
213	22	21	A=[b1,b1+b2,b2]	C_A	1	3	0	0	2	1
213	21	21	A=[b1+b1+b2,b2]	C_A	1	1	0	0	1	0
214	5	21	B=[b1,b1,b2,b2]	M_B_A	2	0	6	4	4	0
214	9	21	A=[b2];B=[b1,b1,b2]	M_B_A	1	0	3	3	4	0
214	12	21	A=[b2,b2];B=[b1,b1]	M_B_A	2	1	1	2	4	0
214	15	21	A=[b1,b2,b2];B=[b1]	M_B_A	1	3	0	1	4	0
214	17	21	A=[b1,b1,b2,b2]	C_A	4	6	0	0	4	0
214	23	21	A=[b1,b1+b2,b2]	C_A	1	3	0	0	2	1
214	21	21	A=[b1+b2,b1+b2]	C_A	1	1	0	0	0	2
215	5	21	B=[b1,b1,b2,b2]	M_B_A	2	0	6	4	4	0
215	9	21	A=[b2];B=[b1,b1,b2]	M_B_A	1	0	3	3	4	0
215	12	21	A=[b2,b2];B=[b1,b1]	M_B_A	2	1	1	2	4	0
215	15	21	A=[b1,b2,b2];B=[b1]	M_B_A	1	3	0	1	4	0
215	17	21	A=[b1,b1,b2,b2]	C_A	4	6	0	0	4	0
215	20	21	A=[b1,b1+b2,b2]	C_A	1	3	0	0	2	1
215	21	21	A=[b1,b1+b2+b2]	C_A	1	1	0	0	1	0
216	5	21	B=[b1,b1,b2,b2]	M_B_A	2	0	6	4	4	0
216	9	21	A=[b2];B=[b1,b1,b2]	M_B_A	1	0	3	3	4	0
216	12	21	A=[b2,b2];B=[b1,b1]	M_B_A	2	1	1	2	4	0
216	15	21	A=[b1,b2,b2];B=[b1]	M_B_A	1	3	0	1	4	0
216	18	21	A=[b1,b1,b2,b2]	C_A	1	6	0	0	4	0
216	19	21	A=[b1,b1,b2+b2]	C_A	1	3	0	0	2	1
216	21	21	A=[b1+b1,b2+b2]	C_A	1	1	0	0	0	2
217	5	21	B=[b1,b1,b2,b2]	M_B_A	2	0	6	4	4	0
217	9	21	A=[b2];B=[b1,b1,b2]	M_B_A	1	0	3	3	4	0
217	12	21	A=[b2,b2];B=[b1,b1]	M_B_A	2	1	1	2	4	0
217	15	21	A=[b1,b2,b2];B=[b1]	M_B_A	1	3	0	1	4	0
217	18	21	A=[b1,b1,b2,b2]	C_A	1	6	0	0	4	0
217	20	21	A=[b1,b1,b2+b2]	C_A	2	3	0	0	2	1
217	21	21	A=[b1,b1+b2+b2]	C_A	1	1	0	0	1	0
218	1	43	B=[b1,b1,b2,b2]	C_B	1	0	6	4	4	0
218	44	43	B=[b1+b1,b2,b2]	C_B	2	0	3	3	2	1
218	43	43	B=[b1+b1+b2,b2]	C_B	1	0	1	2	1	0
219	1	43	B=[b1,b1,b2,b2]	C_B	1	0	6	4	4	0
219	41	43	B=[b1+b1,b2,b2]	C_B	1	0	3	3	2	1
219	43	43	B=[b1+b1,b2+b2]	C_B	1	0	1	2	0	2
220	2	43	B=[b1,b1,b2,b2]	C_B	4	0	6	4	4	0
220	44	43	B=[b1,b1+b2,b2]	C_B	1	0	3	3	2	1
220	43	43	B=[b1+b1+b2,b2]	C_B	1	0	1	2	1	0
221	2	43	B=[b1,b1,b2,b2]	C_B	4	0	6	4	4	0
221	45	43	B=[b1,b1+b2,b2]	C_B	1	0	3	3	2	1
221	43	43	B=[b1+b2,b1+b2]	C_B	1	0	1	2	0	2
222	2	43	B=[b1,b1,b2,b2]	C_B	4	0	6	4	4	0
222	42	43	B=[b1,b1+b2,b2]	C_B	1	0	3	3	2	1
222	43	43	B=[b1,b1+b2+b2]	C_B	1	0	1	2	1	0
223	3	43	B=[b1,b1,b2,b2]	C_B	1	0	6	4	4	0
223	41	43	B=[b1,b1,b2+b2]	C_B	1	0	3	3	2	1
223	43	43	B=[b1+b1,b2+b2]	C_B	1	0	1	2	0	2
224	3	43	B=[b1,b1,b2,b2]	C_B	1	0	6	4	4	0
224	42	43	B=[b1,b1,b2+b2]	C_B	2	0	3	3	2	1
224	43	43	B=[b1,b1+b2+b2]	C_B	1	0	1	2	1	0
