path_idx	node_id	LCA	label	event	count	C_A	C_B	M_B_A	m_1	m_4
0	1	21	B=[b1,b1,b2,b2]	C_B	1	0	6	4	4	0
0	44	21	B=[b1+b1,b2,b2]	C_B	2	0	3	3	2	1
0	31	21	B=[b1+b1+b2,b2]	M_B_A	1	0	1	2	1	0
0	22	21	A=[b1+b1+b2];B=[b2]	M_B_A	1	0	0	1	1	0
0	21	21	A=[b1+b1+b2,b2]	C_A	1	1	0	0	1	0
1	1	21	B=[b1,b1,b2,b2]	C_B	1	0	6	4	4	0
1	44	21	B=[b1+b1,b2,b2]	C_B	2	0	3	3	2	1
1	33	21	B=[b1+b1+b2,b2]	M_B_A	1	0	1	2	1	0
1	22	21	A=[b2];B=[b1+b1+b2]	M_B_A	1	0	0	1	1	0
1	21	21	A=[b1+b1+b2,b2]	C_A	1	1	0	0	1	0
2	1	21	B=[b1,b1,b2,b2]	C_B	1	0	6	4	4	0
2	41	21	B=[b1+b1,b2,b2]	C_B	1	0	3	3	2	1
2	39	21	B=[b1+b1,b2+b2]	M_B_A	1	0	1	2	0	2
2	19	21	A=[b1+b1];B=[b2+b2]	M_B_A	1	0	0	1	0	2
2	21	21	A=[b1+b1,b2+b2]	C_A	1	1	0	0	0	2
3	1	21	B=[b1,b1,b2,b2]	C_B	1	0	6	4	4	0
3	41	21	B=[b1+b1,b2,b2]	C_B	1	0	3	3	2	1
3	25	21	B=[b1+b1,b2+b2]	M_B_A	1	0	1	2	0	2
3	19	21	A=[b2+b2];B=[b1+b1]	M_B_A	1	0	0	1	0	2
3	21	21	A=[b1+b1,b2+b2]	C_A	1	1	0	0	0	2
4	1	21	B=[b1,b1,b2,b2]	C_B	1	0	6	4	4	0
4	37	21	B=[b1+b1,b2,b2]	M_B_A	1	0	3	3	2	1
4	39	21	A=[b1+b1];B=[b2,b2]	C_B	1	0	1	2	2	1
4	19	21	A=[b1+b1];B=[b2+b2]	M_B_A	1	0	0	1	0	2
4	21	21	A=[b1+b1,b2+b2]	C_A	1	1	0	0	0	2
5	1	21	B=[b1,b1,b2,b2]	C_B	1	0	6	4	4	0
5	37	21	B=[b1+b1,b2,b2]	M_B_A	1	0	3	3	2	1
5	29	21	A=[b1+b1];B=[b2,b2]	M_B_A	2	0	1	2	2	1
5	31	21	A=[b1+b1,b2];B=[b2]	C_A	1	1	0	1	2	1
5	22	21	A=[b1+b1+b2];B=[b2]	M_B_A	1	0	0	1	1	0
5	21	21	A=[b1+b1+b2,b2]	C_A	1	1	0	0	1	0
6	1	21	B=[b1,b1,b2,b2]	C_B	1	0	6	4	4	0
6	37	21	B=[b1+b1,b2,b2]	M_B_A	1	0	3	3	2	1
6	29	21	A=[b1+b1];B=[b2,b2]	M_B_A	2	0	1	2	2	1
6	16	21	A=[b1+b1,b2];B=[b2]	M_B_A	1	1	0	1	2	1
6	22	21	A=[b1+b1,b2,b2]	C_A	2	3	0	0	2	1
6	21	21	A=[b1+b1+b2,b2]	C_A	1	1	0	0	1	0
7	1	21	B=[b1,b1,b2,b2]	C_B	1	0	6	4	4	0
7	37	21	B=[b1+b1,b2,b2]	M_B_A	1	0	3	3	2	1
7	29	21	A=[b1+b1];B=[b2,b2]	M_B_A	2	0	1	2	2	1
7	16	21	A=[b1+b1,b2];B=[b2]	M_B_A	1	1	0	1	2	1
7	19	21	A=[b1+b1,b2,b2]	C_A	1	3	0	0	2	1
7	21	21	A=[b1+b1,b2+b2]	C_A	1	1	0	0	0	2
8	1	21	B=[b1,b1,b2,b2]	C_B	1	0	6	4	4	0
8	6	21	B=[b1+b1,b2,b2]	M_B_A	2	0	3	3	2	1
8	33	21	A=[b2];B=[b1+b1,b2]	C_B	1	0	1	2	2	1
8	22	21	A=[b2];B=[b1+b1+b2]	M_B_A	1	0	0	1	1	0
8	21	21	A=[b1+b1+b2,b2]	C_A	1	1	0	0	1	0
9	1	21	B=[b1,b1,b2,b2]	C_B	1	0	6	4	4	0
9	6	21	B=[b1+b1,b2,b2]	M_B_A	2	0	3	3	2	1
9	29	21	A=[b2];B=[b1+b1,b2]	M_B_A	1	0	1	2	2	1
9	31	21	A=[b1+b1,b2];B=[b2]	C_A	1	1	0	1	2	1
9	22	21	A=[b1+b1+b2];B=[b2]	M_B_A	1	0	0	1	1	0
9	21	21	A=[b1+b1+b2,b2]	C_A	1	1	0	0	1	0
10	1	21	B=[b1,b1,b2,b2]	C_B	1	0	6	4	4	0
10	6	21	B=[b1+b1,b2,b2]	M_B_A	2	0	3	3	2	1
10	29	21	A=[b2];B=[b1+b1,b2]	M_B_A	1	0	1	2	2	1
10	16	21	A=[b1+b1,b2];B=[b2]	M_B_A	1	1	0	1	2	1
10	22	21	A=[b1+b1,b2,b2]	C_A	2	3	0	0	2	1
10	21	21	A=[b1+b1+b2,b2]	C_A	1	1	0	0	1	0
11	1	21	B=[b1,b1,b2,b2]	C_B	1	0	6	4	4	0
11	6	21	B=[b1+b1,b2,b2]	M_B_A	2	0	3	3	2	1
11	29	21	A=[b2];B=[b1+b1,b2]	M_B_A	1	0	1	2	2	1
11	16	21	A=[b1+b1,b2];B=[b2]	M_B_A	1	1	0	1	2	1
11	19	21	A=[b1+b1,b2,b2]	C_A	1	3	0	0	2	1
11	21	21	A=[b1+b1,b2+b2]	C_A	1	1	0	0	0	2
12	1	21	B=[b1,b1,b2,b2]	C_B	1	0	6	4	4	0
12	6	21	B=[b1+b1,b2,b2]	M_B_A	2	0	3	3	2	1
12	11	21	A=[b2];B=[b1+b1,b2]	M_B_A	1	0	1	2	2	1
12	25	21	A=[b2,b2];B=[b1+b1]	C_A	1	1	0	1	2	1
12	19	21	A=[b2+b2];B=[b1+b1]	M_B_A	1	0	0	1	0	2
12	21	21	A=[b1+b1,b2+b2]	C_A	1	1	0	0	0	2
13	1	21	B=[b1,b1,b2,b2]	C_B	1	0	6	4	4	0
13	6	21	B=[b1+b1,b2,b2]	M_B_A	2	0	3	3	2	1
13	11	21	A=[b2];B=[b1+b1,b2]	M_B_A	1	0	1	2	2	1
13	16	21	A=[b2,b2];B=[b1+b1]	M_B_A	1	1	0	1	2	1
13	22	21	A=[b1+b1,b2,b2]	C_A	2	3	0	0	2	1
13	21	21	A=[b1+b1+b2,b2]	C_A	1	1	0	0	1	0
14	1	21	B=[b1,b1,b2,b2]	C_B	1	0	6	4	4	0
14	6	21	B=[b1+b1,b2,b2]	M_B_A	2	0	3	3	2	1
14	11	21	A=[b2];B=[b1+b1,b2]	M_B_A	1	0	1	2	2	1
14	16	21	A=[b2,b2];B=[b1+b1]	M_B_A	1	1	0	1	2	1
14	19	21	A=[b1+b1,b2,b2]	C_A	1	3	0	0	2	1
14	21	21	A=[b1+b1,b2+b2]	C_A	1	1	0	0	0	2
15	2	21	B=[b1,b1,b2,b2]	C_B	4	0	6	4	4	0
15	44	21	B=[b1,b1+b2,b2]	C_B	1	0	3	3	2	1
15	31	21	B=[b1+b1+b2,b2]	M_B_A	1	0	1	2	1	0
15	22	21	A=[b1+b1+b2];B=[b2]	M_B_A	1	0	0	1	1	0
15	21	21	A=[b1+b1+b2,b2]	C_A	1	1	0	0	1	0
16	2	21	B=[b1,b1,b2,b2]	C_B	4	0	6	4	4	0
16	44	21	B=[b1,b1+b2,b2]	C_B	1	0	3	3	2	1
16	33	21	B=[b1+b1+b2,b2]	M_B_A	1	0	1	2	1	0
16	22	21	A=[b2];B=[b1+b1+b2]	M_B_A	1	0	0	1	1	0
16	21	21	A=[b1+b1+b2,b2]	C_A	1	1	0	0	1	0
17	2	21	B=[b1,b1,b2,b2]	C_B	4	0	6	4	4	0
17	45	21	B=[b1,b1+b2,b2]	C_B	1	0	3	3	2	1
17	32	21	B=[b1+b2,b1+b2]	M_B_A	2	0	1	2	0	2
17	23	21	A=[b1+b2];B=[b1+b2]	M_B_A	1	0	0	1	0	2
17	21	21	A=[b1+b2,b1+b2]	C_A	1	1	0	0	0	2
18	2	21	B=[b1,b1,b2,b2]	C_B	4	0	6	4	4	0
18	42	21	B=[b1,b1+b2,b2]	C_B	1	0	3	3	2	1
18	40	21	B=[b1,b1+b2+b2]	M_B_A	1	0	1	2	1	0
18	20	21	A=[b1];B=[b1+b2+b2]	M_B_A	1	0	0	1	1	0
18	21	21	A=[b1,b1+b2+b2]	C_A	1	1	0	0	1	0
19	2	21	B=[b1,b1,b2,b2]	C_B	4	0	6	4	4	0
19	42	21	B=[b1,b1+b2,b2]	C_B	1	0	3	3	2	1
19	24	21	B=[b1,b1+b2+b2]	M_B_A	1	0	1	2	1	0
19	20	21	A=[b1+b2+b2];B=[b1]	M_B_A	1	0	0	1	1	0
19	21	21	A=[b1,b1+b2+b2]	C_A	1	1	0	0	1	0
20	2	21	B=[b1,b1,b2,b2]	C_B	4	0	6	4	4	0
20	34	21	B=[b1,b1+b2,b2]	M_B_A	1	0	3	3	2	1
20	40	21	A=[b1];B=[b1+b2,b2]	C_B	1	0	1	2	2	1
20	20	21	A=[b1];B=[b1+b2+b2]	M_B_A	1	0	0	1	1	0
20	21	21	A=[b1,b1+b2+b2]	C_A	1	1	0	0	1	0
21	2	21	B=[b1,b1,b2,b2]	C_B	4	0	6	4	4	0
21	34	21	B=[b1,b1+b2,b2]	M_B_A	1	0	3	3	2	1
21	30	21	A=[b1];B=[b1+b2,b2]	M_B_A	1	0	1	2	2	1
21	31	21	A=[b1,b1+b2];B=[b2]	C_A	1	1	0	1	2	1
21	22	21	A=[b1+b1+b2];B=[b2]	M_B_A	1	0	0	1	1	0
21	21	21	A=[b1+b1+b2,b2]	C_A	1	1	0	0	1	0
22	2	21	B=[b1,b1,b2,b2]	C_B	4	0	6	4	4	0
22	34	21	B=[b1,b1+b2,b2]	M_B_A	1	0	3	3	2	1
22	30	21	A=[b1];B=[b1+b2,b2]	M_B_A	1	0	1	2	2	1
22	17	21	A=[b1,b1+b2];B=[b2]	M_B_A	1	1	0	1	2	1
22	22	21	A=[b1,b1+b2,b2]	C_A	1	3	0	0	2	1
22	21	21	A=[b1+b1+b2,b2]	C_A	1	1	0	0	1	0
23	2	21	B=[b1,b1,b2,b2]	C_B	4	0	6	4	4	0
23	34	21	B=[b1,b1+b2,b2]	M_B_A	1	0	3	3	2	1
23	30	21	A=[b1];B=[b1+b2,b2]	M_B_A	1	0	1	2	2	1
23	17	21	A=[b1,b1+b2];B=[b2]	M_B_A	1	1	0	1	2	1
23	23	21	A=[b1,b1+b2,b2]	C_A	1	3	0	0	2	1
23	21	21	A=[b1+b2,b1+b2]	C_A	1	1	0	0	0	2
24	2	21	B=[b1,b1,b2,b2]	C_B	4	0	6	4	4	0
24	34	21	B=[b1,b1+b2,b2]	M_B_A	1	0	3	3	2	1
24	30	21	A=[b1];B=[b1+b2,b2]	M_B_A	1	0	1	2	2	1
24	17	21	A=[b1,b1+b2];B=[b2]	M_B_A	1	1	0	1	2	1
24	20	21	A=[b1,b1+b2,b2]	C_A	1	3	0	0	2	1
24	21	21	A=[b1,b1+b2+b2]	C_A	1	1	0	0	1	0
25	2	21	B=[b1,b1,b2,b2]	C_B	4	0	6	4	4	0
25	34	21	B=[b1,b1+b2,b2]	M_B_A	1	0	3	3	2	1
25	27	21	A=[b1];B=[b1+b2,b2]	M_B_A	1	0	1	2	2	1
25	32	21	A=[b1,b2];B=[b1+b2]	C_A	1	1	0	1	2	1
25	23	21	A=[b1+b2];B=[b1+b2]	M_B_A	1	0	0	1	0	2
25	21	21	A=[b1+b2,b1+b2]	C_A	1	1	0	0	0	2
26	2	21	B=[b1,b1,b2,b2]	C_B	4	0	6	4	4	0
26	34	21	B=[b1,b1+b2,b2]	M_B_A	1	0	3	3	2	1
26	27	21	A=[b1];B=[b1+b2,b2]	M_B_A	1	0	1	2	2	1
26	17	21	A=[b1,b2];B=[b1+b2]	M_B_A	1	1	0	1	2	1
26	22	21	A=[b1,b1+b2,b2]	C_A	1	3	0	0	2	1
26	21	21	A=[b1+b1+b2,b2]	C_A	1	1	0	0	1	0
27	2	21	B=[b1,b1,b2,b2]	C_B	4	0	6	4	4	0
27	34	21	B=[b1,b1+b2,b2]	M_B_A	1	0	3	3	2	1
27	27	21	A=[b1];B=[b1+b2,b2]	M_B_A	1	0	1	2	2	1
27	17	21	A=[b1,b2];B=[b1+b2]	M_B_A	1	1	0	1	2	1
27	23	21	A=[b1,b1+b2,b2]	C_A	1	3	0	0	2	1
27	21	21	A=[b1+b2,b1+b2]	C_A	1	1	0	0	0	2
28	2	21	B=[b1,b1,b2,b2]	C_B	4	0	6	4	4	0
28	34	21	B=[b1,b1+b2,b2]	M_B_A	1	0	3	3	2	1
28	27	21	A=[b1];B=[b1+b2,b2]	M_B_A	1	0	1	2	2	1
28	17	21	A=[b1,b2];B=[b1+b2]	M_B_A	1	1	0	1	2	1
28	20	21	A=[b1,b1+b2,b2]	C_A	1	3	0	0	2	1
28	21	21	A=[b1,b1+b2+b2]	C_A	1	1	0	0	1	0
29	2	21	B=[b1,b1,b2,b2]	C_B	4	0	6	4	4	0
29	26	21	B=[b1,b1+b2,b2]	M_B_A	1	0	3	3	2	1
29	32	21	A=[b1+b2];B=[b1,b2]	C_B	1	0	1	2	2	1
29	23	21	A=[b1+b2];B=[b1+b2]	M_B_A	1	0	0	1	0	2
29	21	21	A=[b1+b2,b1+b2]	C_A	1	1	0	0	0	2
30	2	21	B=[b1,b1,b2,b2]	C_B	4	0	6	4	4	0
30	26	21	B=[b1,b1+b2,b2]	M_B_A	1	0	3	3	2	1
30	30	21	A=[b1+b2];B=[b1,b2]	M_B_A	1	0	1	2	2	1
30	31	21	A=[b1,b1+b2];B=[b2]	C_A	1	1	0	1	2	1
30	22	21	A=[b1+b1+b2];B=[b2]	M_B_A	1	0	0	1	1	0
30	21	21	A=[b1+b1+b2,b2]	C_A	1	1	0	0	1	0
31	2	21	B=[b1,b1,b2,b2]	C_B	4	0	6	4	4	0
31	26	21	B=[b1,b1+b2,b2]	M_B_A	1	0	3	3	2	1
31	30	21	A=[b1+b2];B=[b1,b2]	M_B_A	1	0	1	2	2	1
31	17	21	A=[b1,b1+b2];B=[b2]	M_B_A	1	1	0	1	2	1
31	22	21	A=[b1,b1+b2,b2]	C_A	1	3	0	0	2	1
31	21	21	A=[b1+b1+b2,b2]	C_A	1	1	0	0	1	0
32	2	21	B=[b1,b1,b2,b2]	C_B	4	0	6	4	4	0
32	26	21	B=[b1,b1+b2,b2]	M_B_A	1	0	3	3	2	1
32	30	21	A=[b1+b2];B=[b1,b2]	M_B_A	1	0	1	2	2	1
32	17	21	A=[b1,b1+b2];B=[b2]	M_B_A	1	1	0	1	2	1
32	23	21	A=[b1,b1+b2,b2]	C_A	1	3	0	0	2	1
32	21	21	A=[b1+b2,b1+b2]	C_A	1	1	0	0	0	2
33	2	21	B=[b1,b1,b2,b2]	C_B	4	0	6	4	4	0
33	26	21	B=[b1,b1+b2,b2]	M_B_A	1	0	3	3	2	1
33	30	21	A=[b1+b2];B=[b1,b2]	M_B_A	1	0	1	2	2	1
33	17	21	A=[b1,b1+b2];B=[b2]	M_B_A	1	1	0	1	2	1
33	20	21	A=[b1,b1+b2,b2]	C_A	1	3	0	0	2	1
33	21	21	A=[b1,b1+b2+b2]	C_A	1	1	0	0	1	0
34	2	21	B=[b1,b1,b2,b2]	C_B	4	0	6	4	4	0
34	26	21	B=[b1,b1+b2,b2]	M_B_A	1	0	3	3	2	1
34	13	21	A=[b1+b2];B=[b1,b2]	M_B_A	1	0	1	2	2	1
34	24	21	A=[b1+b2,b2];B=[b1]	C_A	1	1	0	1	2	1
34	20	21	A=[b1+b2+b2];B=[b1]	M_B_A	1	0	0	1	1	0
34	21	21	A=[b1,b1+b2+b2]	C_A	1	1	0	0	1	0
35	2	21	B=[b1,b1,b2,b2]	C_B	4	0	6	4	4	0
35	26	21	B=[b1,b1+b2,b2]	M_B_A	1	0	3	3	2	1
35	13	21	A=[b1+b2];B=[b1,b2]	M_B_A	1	0	1	2	2	1
35	17	21	A=[b1+b2,b2];B=[b1]	M_B_A	1	1	0	1	2	1
35	22	21	A=[b1,b1+b2,b2]	C_A	1	3	0	0	2	1
35	21	21	A=[b1+b1+b2,b2]	C_A	1	1	0	0	1	0
36	2	21	B=[b1,b1,b2,b2]	C_B	4	0	6	4	4	0
36	26	21	B=[b1,b1+b2,b2]	M_B_A	1	0	3	3	2	1
36	13	21	A=[b1+b2];B=[b1,b2]	M_B_A	1	0	1	2	2	1
36	17	21	A=[b1+b2,b2];B=[b1]	M_B_A	1	1	0	1	2	1
36	23	21	A=[b1,b1+b2,b2]	C_A	1	3	0	0	2	1
36	21	21	A=[b1+b2,b1+b2]	C_A	1	1	0	0	0	2
37	2	21	B=[b1,b1,b2,b2]	C_B	4	0	6	4	4	0
37	26	21	B=[b1,b1+b2,b2]	M_B_A	1	0	3	3	2	1
37	13	21	A=[b1+b2];B=[b1,b2]	M_B_A	1	0	1	2	2	1
37	17	21	A=[b1+b2,b2];B=[b1]	M_B_A	1	1	0	1	2	1
37	20	21	A=[b1,b1+b2,b2]	C_A	1	3	0	0	2	1
37	21	21	A=[b1,b1+b2+b2]	C_A	1	1	0	0	1	0
38	2	21	B=[b1,b1,b2,b2]	C_B	4	0	6	4	4	0
38	7	21	B=[b1,b1+b2,b2]	M_B_A	1	0	3	3	2	1
38	33	21	A=[b2];B=[b1,b1+b2]	C_B	1	0	1	2	2	1
38	22	21	A=[b2];B=[b1+b1+b2]	M_B_A	1	0	0	1	1	0
38	21	21	A=[b1+b1+b2,b2]	C_A	1	1	0	0	1	0
39	2	21	B=[b1,b1,b2,b2]	C_B	4	0	6	4	4	0
39	7	21	B=[b1,b1+b2,b2]	M_B_A	1	0	3	3	2	1
39	27	21	A=[b2];B=[b1,b1+b2]	M_B_A	1	0	1	2	2	1
39	32	21	A=[b1,b2];B=[b1+b2]	C_A	1	1	0	1	2	1
39	23	21	A=[b1+b2];B=[b1+b2]	M_B_A	1	0	0	1	0	2
39	21	21	A=[b1+b2,b1+b2]	C_A	1	1	0	0	0	2
40	2	21	B=[b1,b1,b2,b2]	C_B	4	0	6	4	4	0
40	7	21	B=[b1,b1+b2,b2]	M_B_A	1	0	3	3	2	1
40	27	21	A=[b2];B=[b1,b1+b2]	M_B_A	1	0	1	2	2	1
40	17	21	A=[b1,b2];B=[b1+b2]	M_B_A	1	1	0	1	2	1
40	22	21	A=[b1,b1+b2,b2]	C_A	1	3	0	0	2	1
40	21	21	A=[b1+b1+b2,b2]	C_A	1	1	0	0	1	0
41	2	21	B=[b1,b1,b2,b2]	C_B	4	0	6	4	4	0
41	7	21	B=[b1,b1+b2,b2]	M_B_A	1	0	3	3	2	1
41	27	21	A=[b2];B=[b1,b1+b2]	M_B_A	1	0	1	2	2	1
41	17	21	A=[b1,b2];B=[b1+b2]	M_B_A	1	1	0	1	2	1
41	23	21	A=[b1,b1+b2,b2]	C_A	1	3	0	0	2	1
41	21	21	A=[b1+b2,b1+b2]	C_A	1	1	0	0	0	2
42	2	21	B=[b1,b1,b2,b2]	C_B	4	0	6	4	4	0
42	7	21	B=[b1,b1+b2,b2]	M_B_A	1	0	3	3	2	1
42	27	21	A=[b2];B=[b1,b1+b2]	M_B_A	1	0	1	2	2	1
42	17	21	A=[b1,b2];B=[b1+b2]	M_B_A	1	1	0	1	2	1
42	20	21	A=[b1,b1+b2,b2]	C_A	1	3	0	0	2	1
42	21	21	A=[b1,b1+b2+b2]	C_A	1	1	0	0	1	0
43	2	21	B=[b1,b1,b2,b2]	C_B	4	0	6	4	4	0
43	7	21	B=[b1,b1+b2,b2]	M_B_A	1	0	3	3	2	1
43	13	21	A=[b2];B=[b1,b1+b2]	M_B_A	1	0	1	2	2	1
43	24	21	A=[b1+b2,b2];B=[b1]	C_A	1	1	0	1	2	1
43	20	21	A=[b1+b2+b2];B=[b1]	M_B_A	1	0	0	1	1	0
43	21	21	A=[b1,b1+b2+b2]	C_A	1	1	0	0	1	0
44	2	21	B=[b1,b1,b2,b2]	C_B	4	0	6	4	4	0
44	7	21	B=[b1,b1+b2,b2]	M_B_A	1	0	3	3	2	1
44	13	21	A=[b2];B=[b1,b1+b2]	M_B_A	1	0	1	2	2	1
44	17	21	A=[b1+b2,b2];B=[b1]	M_B_A	1	1	0	1	2	1
44	22	21	A=[b1,b1+b2,b2]	C_A	1	3	0	0	2	1
44	21	21	A=[b1+b1+b2,b2]	C_A	1	1	0	0	1	0
45	2	21	B=[b1,b1,b2,b2]	C_B	4	0	6	4	4	0
45	7	21	B=[b1,b1+b2,b2]	M_B_A	1	0	3	3	2	1
45	13	21	A=[b2];B=[b1,b1+b2]	M_B_A	1	0	1	2	2	1
45	17	21	A=[b1+b2,b2];B=[b1]	M_B_A	1	1	0	1	2	1
45	23	21	A=[b1,b1+b2,b2]	C_A	1	3	0	0	2	1
45	21	21	A=[b1+b2,b1+b2]	C_A	1	1	0	0	0	2
46	2	21	B=[b1,b1,b2,b2]	C_B	4	0	6	4	4	0
46	7	21	B=[b1,b1+b2,b2]	M_B_A	1	0	3	3	2	1
46	13	21	A=[b2];B=[b1,b1+b2]	M_B_A	1	0	1	2	2	1
46	17	21	A=[b1+b2,b2];B=[b1]	M_B_A	1	1	0	1	2	1
46	20	21	A=[b1,b1+b2,b2]	C_A	1	3	0	0	2	1
46	21	21	A=[b1,b1+b2+b2]	C_A	1	1	0	0	1	0
47	3	21	B=[b1,b1,b2,b2]	C_B	1	0	6	4	4	0
47	41	21	B=[b1,b1,b2+b2]	C_B	1	0	3	3	2	1
47	39	21	B=[b1+b1,b2+b2]	M_B_A	1	0	1	2	0	2
47	19	21	A=[b1+b1];B=[b2+b2]	M_B_A	1	0	0	1	0	2
47	21	21	A=[b1+b1,b2+b2]	C_A	1	1	0	0	0	2
48	3	21	B=[b1,b1,b2,b2]	C_B	1	0	6	4	4	0
48	41	21	B=[b1,b1,b2+b2]	C_B	1	0	3	3	2	1
48	25	21	B=[b1+b1,b2+b2]	M_B_A	1	0	1	2	0	2
48	19	21	A=[b2+b2];B=[b1+b1]	M_B_A	1	0	0	1	0	2
48	21	21	A=[b1+b1,b2+b2]	C_A	1	1	0	0	0	2
49	3	21	B=[b1,b1,b2,b2]	C_B	1	0	6	4	4	0
49	42	21	B=[b1,b1,b2+b2]	C_B	2	0	3	3	2	1
49	40	21	B=[b1,b1+b2+b2]	M_B_A	1	0	1	2	1	0
49	20	21	A=[b1];B=[b1+b2+b2]	M_B_A	1	0	0	1	1	0
49	21	21	A=[b1,b1+b2+b2]	C_A	1	1	0	0	1	0
50	3	21	B=[b1,b1,b2,b2]	C_B	1	0	6	4	4	0
50	42	21	B=[b1,b1,b2+b2]	C_B	2	0	3	3	2	1
50	24	21	B=[b1,b1+b2+b2]	M_B_A	1	0	1	2	1	0
50	20	21	A=[b1+b2+b2];B=[b1]	M_B_A	1	0	0	1	1	0
50	21	21	A=[b1,b1+b2+b2]	C_A	1	1	0	0	1	0
51	3	21	B=[b1,b1,b2,b2]	C_B	1	0	6	4	4	0
51	35	21	B=[b1,b1,b2+b2]	M_B_A	2	0	3	3	2	1
51	40	21	A=[b1];B=[b1,b2+b2]	C_B	1	0	1	2	2	1
51	20	21	A=[b1];B=[b1+b2+b2]	M_B_A	1	0	0	1	1	0
51	21	21	A=[b1,b1+b2+b2]	C_A	1	1	0	0	1	0
52	3	21	B=[b1,b1,b2,b2]	C_B	1	0	6	4	4	0
52	35	21	B=[b1,b1,b2+b2]	M_B_A	2	0	3	3	2	1
52	38	21	A=[b1];B=[b1,b2+b2]	M_B_A	1	0	1	2	2	1
52	39	21	A=[b1,b1];B=[b2+b2]	C_A	1	1	0	1	2	1
52	19	21	A=[b1+b1];B=[b2+b2]	M_B_A	1	0	0	1	0	2
52	21	21	A=[b1+b1,b2+b2]	C_A	1	1	0	0	0	2
53	3	21	B=[b1,b1,b2,b2]	C_B	1	0	6	4	4	0
53	35	21	B=[b1,b1,b2+b2]	M_B_A	2	0	3	3	2	1
53	38	21	A=[b1];B=[b1,b2+b2]	M_B_A	1	0	1	2	2	1
53	18	21	A=[b1,b1];B=[b2+b2]	M_B_A	1	1	0	1	2	1
53	19	21	A=[b1,b1,b2+b2]	C_A	1	3	0	0	2	1
53	21	21	A=[b1+b1,b2+b2]	C_A	1	1	0	0	0	2
54	3	21	B=[b1,b1,b2,b2]	C_B	1	0	6	4	4	0
54	35	21	B=[b1,b1,b2+b2]	M_B_A	2	0	3	3	2	1
54	38	21	A=[b1];B=[b1,b2+b2]	M_B_A	1	0	1	2	2	1
54	18	21	A=[b1,b1];B=[b2+b2]	M_B_A	1	1	0	1	2	1
54	20	21	A=[b1,b1,b2+b2]	C_A	2	3	0	0	2	1
54	21	21	A=[b1,b1+b2+b2]	C_A	1	1	0	0	1	0
55	3	21	B=[b1,b1,b2,b2]	C_B	1	0	6	4	4	0
55	35	21	B=[b1,b1,b2+b2]	M_B_A	2	0	3	3	2	1
55	14	21	A=[b1];B=[b1,b2+b2]	M_B_A	1	0	1	2	2	1
55	24	21	A=[b1,b2+b2];B=[b1]	C_A	1	1	0	1	2	1
55	20	21	A=[b1+b2+b2];B=[b1]	M_B_A	1	0	0	1	1	0
55	21	21	A=[b1,b1+b2+b2]	C_A	1	1	0	0	1	0
56	3	21	B=[b1,b1,b2,b2]	C_B	1	0	6	4	4	0
56	35	21	B=[b1,b1,b2+b2]	M_B_A	2	0	3	3	2	1
56	14	21	A=[b1];B=[b1,b2+b2]	M_B_A	1	0	1	2	2	1
56	18	21	A=[b1,b2+b2];B=[b1]	M_B_A	1	1	0	1	2	1
56	19	21	A=[b1,b1,b2+b2]	C_A	1	3	0	0	2	1
56	21	21	A=[b1+b1,b2+b2]	C_A	1	1	0	0	0	2
57	3	21	B=[b1,b1,b2,b2]	C_B	1	0	6	4	4	0
57	35	21	B=[b1,b1,b2+b2]	M_B_A	2	0	3	3	2	1
57	14	21	A=[b1];B=[b1,b2+b2]	M_B_A	1	0	1	2	2	1
57	18	21	A=[b1,b2+b2];B=[b1]	M_B_A	1	1	0	1	2	1
57	20	21	A=[b1,b1,b2+b2]	C_A	2	3	0	0	2	1
57	21	21	A=[b1,b1+b2+b2]	C_A	1	1	0	0	1	0
58	3	21	B=[b1,b1,b2,b2]	C_B	1	0	6	4	4	0
58	10	21	B=[b1,b1,b2+b2]	M_B_A	1	0	3	3	2	1
58	25	21	A=[b2+b2];B=[b1,b1]	C_B	1	0	1	2	2	1
58	19	21	A=[b2+b2];B=[b1+b1]	M_B_A	1	0	0	1	0	2
58	21	21	A=[b1+b1,b2+b2]	C_A	1	1	0	0	0	2
59	3	21	B=[b1,b1,b2,b2]	C_B	1	0	6	4	4	0
59	10	21	B=[b1,b1,b2+b2]	M_B_A	1	0	3	3	2	1
59	14	21	A=[b2+b2];B=[b1,b1]	M_B_A	2	0	1	2	2	1
59	24	21	A=[b1,b2+b2];B=[b1]	C_A	1	1	0	1	2	1
59	20	21	A=[b1+b2+b2];B=[b1]	M_B_A	1	0	0	1	1	0
59	21	21	A=[b1,b1+b2+b2]	C_A	1	1	0	0	1	0
60	3	21	B=[b1,b1,b2,b2]	C_B	1	0	6	4	4	0
60	10	21	B=[b1,b1,b2+b2]	M_B_A	1	0	3	3	2	1
60	14	21	A=[b2+b2];B=[b1,b1]	M_B_A	2	0	1	2	2	1
60	18	21	A=[b1,b2+b2];B=[b1]	M_B_A	1	1	0	1	2	1
60	19	21	A=[b1,b1,b2+b2]	C_A	1	3	0	0	2	1
60	21	21	A=[b1+b1,b2+b2]	C_A	1	1	0	0	0	2
61	3	21	B=[b1,b1,b2,b2]	C_B	1	0	6	4	4	0
61	10	21	B=[b1,b1,b2+b2]	M_B_A	1	0	3	3	2	1
61	14	21	A=[b2+b2];B=[b1,b1]	M_B_A	2	0	1	2	2	1
