0,0,0,0,0.13273317593258913
1,0,0,0,0.080714050994623
2,0,0,0,0.0433167453941115
3,0,0,0,0.04735612594282715
0,0,1,0,0.008807095125469762
1,0,1,0,0.007012531221685712
2,0,1,0,0.0033299656067221147
3,0,1,0,0.002481132562928874
0,0,2,0,0.003821909284526637
1,0,2,0,0.0028379839915557855
2,0,2,0,0.0011926785204991982
3,0,2,0,0.0006307054282396179
0,0,3,0,0.004036811828586409
1,0,3,0,0.0028934001932109793
2,0,3,0,0.0011332340525358371
3,0,3,0,0.0004477906246062799
0,0,0,1,0.04934495375130409
1,0,0,1,0.021223977967328608
2,0,0,1,0.009990577493692223
3,0,0,1,0.010667601073721986
0,0,0,2,0.02349883581666331
1,0,0,2,0.00870428461744407
2,0,0,2,0.0034011500576960002
3,0,0,2,0.0028999168859985686
0,0,0,3,0.02509093864008502
1,0,0,3,0.008602661172474893
2,0,0,3,0.0028573309422717033
3,0,0,3,0.0016160340609522872
0,1,0,0,0.08071405099462307
1,1,0,0,0.04454191072587862
2,1,0,0,0.021455708710014836
3,1,0,0,0.02064285014356111
0,1,1,0,0.007012531221685708
1,1,1,0,0.005997825438091096
2,1,1,0,0.00303339224397732
3,1,1,0,0.0023433557878699447
0,1,2,0,0.0028379839915557824
1,1,2,0,0.0023061959603228985
2,1,2,0,0.0010699979552593426
3,1,2,0,0.0006427628318207111
0,1,3,0,0.0028934001932109862
1,1,3,0,0.0022557184117458252
2,1,3,0,0.0009726698050177285
3,1,3,0,0.0004453482712810236
0,1,0,1,0.02122397796732862
1,1,0,1,0.0073584294476007435
2,1,0,1,0.002877056670143887
3,1,0,1,0.002693512226529443
0,1,0,2,0.008704284617444083
1,1,0,2,0.002877581537748485
2,1,0,2,0.000995345486985448
3,1,0,2,0.0007324465983448453
0,1,0,3,0.008602661172474782
1,1,0,3,0.0028205741992928107
2,1,0,3,0.0008887902101015303
3,1,0,3,0.00045712263965624715
0,2,0,0,0.04331674539411146
1,2,0,0,0.021455708710014842
2,2,0,0,0.009163202993793824
3,2,0,0,0.007389592858140413
0,2,1,0,0.0033299656067221116
1,2,1,0,0.003033392243977319
2,2,1,0,0.0016119011742470849
3,2,1,0,0.0012587089896310723
0,2,2,0,0.0011926785204991967
1,2,2,0,0.0010699979552593435
2,2,2,0,0.0005488783771724181
3,2,2,0,0.00036984307555913915
0,2,3,0,0.001133234052535851
1,2,3,0,0.0009726698050177476
2,2,3,0,0.00046613365732918466
3,2,3,0,0.0002493545542956114
0,2,0,1,0.009990577493692202
1,2,0,1,0.002877056670143881
2,2,0,1,0.00088238880840184
3,2,0,1,0.0006332771966430992
0,2,0,2,0.003401150057696012
1,2,0,2,0.0009953454869854699
2,2,0,2,0.0002974652499229808
3,2,0,2,0.00017745690085365588
0,2,0,3,0.0028573309422716825
1,2,0,3,0.0008887902101013638
2,2,0,3,0.00026346606843668987
3,2,0,3,0.00012207794482465336
0,3,0,0,0.04735612594282709
1,3,0,0,0.020642850143561195
2,3,0,0,0.007389592858140389
3,3,0,0,0.004049718257115465
0,3,1,0,0.002481132562928881
1,3,1,0,0.0023433557878699413
2,3,1,0,0.0012587089896310688
3,3,1,0,0.0008945268345552926
0,3,2,0,0.0006307054282396231
1,3,2,0,0.0006427628318207068
2,3,2,0,0.0003698430755591383
3,3,2,0,0.00027375911310540844
0,3,3,0,0.0004477906246062556
1,3,3,0,0.0004453482712810028
2,3,3,0,0.00024935455429563914
3,3,3,0,0.0001665298493097253
0,3,0,1,0.010667601073722
1,3,0,1,0.002693512226529464
2,3,0,1,0.0006332771966430714
3,3,0,1,0.0002519518792503256
0,3,0,2,0.002899916885998541
1,3,0,2,0.0007324465983448384
2,3,0,2,0.0001774569008536897
3,3,0,2,0.00006960988694876095
0,3,0,3,0.0016160340609524676
1,3,0,3,0.0004571226396562888
2,3,0,3,0.00012207794482447382
3,3,0,3,0.00004741193923115013
