path_idx	node_id	LCA	label	event	count	C_A	C_B	M_A_B	m_2	m_4
145	21	21	B=[a1+a1,a2+a2]	C_B	1	0	1	0	0	2
146	4	21	A=[a1,a1,a2,a2]	M_A_B	2	6	0	4	4	0
146	8	21	A=[a1,a2,a2];B=[a1]	M_A_B	2	3	0	3	4	0
146	12	21	A=[a1,a2];B=[a1,a2]	M_A_B	1	1	1	2	4	0
146	15	21	A=[a1];B=[a1,a2,a2]	M_A_B	1	0	3	1	4	0
146	18	21	B=[a1,a1,a2,a2]	C_B	1	0	6	0	4	0
146	20	21	B=[a1,a1,a2+a2]	C_B	2	0	3	0	2	1
146	21	21	B=[a1,a1+a2+a2]	C_B	1	0	1	0	1	0
147	5	21	A=[a1,a1,a2,a2]	M_A_B	2	6	0	4	4	0
147	6	21	A=[a1,a1,a2];B=[a2]	C_A	1	3	0	3	4	0
147	33	21	A=[a1+a1,a2];B=[a2]	C_A	1	1	0	2	2	1
147	22	21	A=[a1+a1+a2];B=[a2]	M_A_B	1	0	0	1	1	0
147	21	21	B=[a1+a1+a2,a2]	C_B	1	0	1	0	1	0
148	5	21	A=[a1,a1,a2,a2]	M_A_B	2	6	0	4	4	0
148	6	21	A=[a1,a1,a2];B=[a2]	C_A	1	3	0	3	4	0
148	29	21	A=[a1+a1,a2];B=[a2]	M_A_B	1	1	0	2	2	1
148	31	21	A=[a2];B=[a1+a1,a2]	C_B	1	0	1	1	2	1
148	22	21	A=[a2];B=[a1+a1+a2]	M_A_B	1	0	0	1	1	0
148	21	21	B=[a1+a1+a2,a2]	C_B	1	0	1	0	1	0
149	5	21	A=[a1,a1,a2,a2]	M_A_B	2	6	0	4	4	0
149	6	21	A=[a1,a1,a2];B=[a2]	C_A	1	3	0	3	4	0
149	29	21	A=[a1+a1,a2];B=[a2]	M_A_B	1	1	0	2	2	1
149	16	21	A=[a2];B=[a1+a1,a2]	M_A_B	1	0	1	1	2	1
149	22	21	B=[a1+a1,a2,a2]	C_B	2	0	3	0	2	1
149	21	21	B=[a1+a1+a2,a2]	C_B	1	0	1	0	1	0
150	5	21	A=[a1,a1,a2,a2]	M_A_B	2	6	0	4	4	0
150	6	21	A=[a1,a1,a2];B=[a2]	C_A	1	3	0	3	4	0
150	29	21	A=[a1+a1,a2];B=[a2]	M_A_B	1	1	0	2	2	1
150	16	21	A=[a2];B=[a1+a1,a2]	M_A_B	1	0	1	1	2	1
150	19	21	B=[a1+a1,a2,a2]	C_B	1	0	3	0	2	1
150	21	21	B=[a1+a1,a2+a2]	C_B	1	0	1	0	0	2
151	5	21	A=[a1,a1,a2,a2]	M_A_B	2	6	0	4	4	0
151	6	21	A=[a1,a1,a2];B=[a2]	C_A	1	3	0	3	4	0
151	10	21	A=[a1+a1,a2];B=[a2]	M_A_B	1	1	0	2	2	1
151	25	21	A=[a1+a1];B=[a2,a2]	C_B	1	0	1	1	2	1
151	19	21	A=[a1+a1];B=[a2+a2]	M_A_B	1	0	0	1	0	2
151	21	21	B=[a1+a1,a2+a2]	C_B	1	0	1	0	0	2
152	5	21	A=[a1,a1,a2,a2]	M_A_B	2	6	0	4	4	0
152	6	21	A=[a1,a1,a2];B=[a2]	C_A	1	3	0	3	4	0
152	10	21	A=[a1+a1,a2];B=[a2]	M_A_B	1	1	0	2	2	1
152	16	21	A=[a1+a1];B=[a2,a2]	M_A_B	1	0	1	1	2	1
152	22	21	B=[a1+a1,a2,a2]	C_B	2	0	3	0	2	1
152	21	21	B=[a1+a1+a2,a2]	C_B	1	0	1	0	1	0
153	5	21	A=[a1,a1,a2,a2]	M_A_B	2	6	0	4	4	0
153	6	21	A=[a1,a1,a2];B=[a2]	C_A	1	3	0	3	4	0
153	10	21	A=[a1+a1,a2];B=[a2]	M_A_B	1	1	0	2	2	1
153	16	21	A=[a1+a1];B=[a2,a2]	M_A_B	1	0	1	1	2	1
153	19	21	B=[a1+a1,a2,a2]	C_B	1	0	3	0	2	1
153	21	21	B=[a1+a1,a2+a2]	C_B	1	0	1	0	0	2
154	5	21	A=[a1,a1,a2,a2]	M_A_B	2	6	0	4	4	0
154	7	21	A=[a1,a1,a2];B=[a2]	C_A	2	3	0	3	4	0
154	33	21	A=[a1,a1+a2];B=[a2]	C_A	1	1	0	2	2	1
154	22	21	A=[a1+a1+a2];B=[a2]	M_A_B	1	0	0	1	1	0
154	21	21	B=[a1+a1+a2,a2]	C_B	1	0	1	0	1	0
155	5	21	A=[a1,a1,a2,a2]	M_A_B	2	6	0	4	4	0
155	7	21	A=[a1,a1,a2];B=[a2]	C_A	2	3	0	3	4	0
155	26	21	A=[a1,a1+a2];B=[a2]	M_A_B	1	1	0	2	2	1
155	32	21	A=[a1+a2];B=[a1,a2]	C_B	1	0	1	1	2	1
155	23	21	A=[a1+a2];B=[a1+a2]	M_A_B	1	0	0	1	0	2
155	21	21	B=[a1+a2,a1+a2]	C_B	1	0	1	0	0	2
156	5	21	A=[a1,a1,a2,a2]	M_A_B	2	6	0	4	4	0
156	7	21	A=[a1,a1,a2];B=[a2]	C_A	2	3	0	3	4	0
156	26	21	A=[a1,a1+a2];B=[a2]	M_A_B	1	1	0	2	2	1
156	17	21	A=[a1+a2];B=[a1,a2]	M_A_B	1	0	1	1	2	1
156	22	21	B=[a1,a1+a2,a2]	C_B	1	0	3	0	2	1
156	21	21	B=[a1+a1+a2,a2]	C_B	1	0	1	0	1	0
157	5	21	A=[a1,a1,a2,a2]	M_A_B	2	6	0	4	4	0
157	7	21	A=[a1,a1,a2];B=[a2]	C_A	2	3	0	3	4	0
157	26	21	A=[a1,a1+a2];B=[a2]	M_A_B	1	1	0	2	2	1
157	17	21	A=[a1+a2];B=[a1,a2]	M_A_B	1	0	1	1	2	1
157	23	21	B=[a1,a1+a2,a2]	C_B	1	0	3	0	2	1
157	21	21	B=[a1+a2,a1+a2]	C_B	1	0	1	0	0	2
158	5	21	A=[a1,a1,a2,a2]	M_A_B	2	6	0	4	4	0
158	7	21	A=[a1,a1,a2];B=[a2]	C_A	2	3	0	3	4	0
158	26	21	A=[a1,a1+a2];B=[a2]	M_A_B	1	1	0	2	2	1
158	17	21	A=[a1+a2];B=[a1,a2]	M_A_B	1	0	1	1	2	1
158	20	21	B=[a1,a1+a2,a2]	C_B	1	0	3	0	2	1
158	21	21	B=[a1,a1+a2+a2]	C_B	1	0	1	0	1	0
159	5	21	A=[a1,a1,a2,a2]	M_A_B	2	6	0	4	4	0
159	7	21	A=[a1,a1,a2];B=[a2]	C_A	2	3	0	3	4	0
159	13	21	A=[a1,a1+a2];B=[a2]	M_A_B	1	1	0	2	2	1
159	24	21	A=[a1];B=[a1+a2,a2]	C_B	1	0	1	1	2	1
159	20	21	A=[a1];B=[a1+a2+a2]	M_A_B	1	0	0	1	1	0
159	21	21	B=[a1,a1+a2+a2]	C_B	1	0	1	0	1	0
160	5	21	A=[a1,a1,a2,a2]	M_A_B	2	6	0	4	4	0
160	7	21	A=[a1,a1,a2];B=[a2]	C_A	2	3	0	3	4	0
160	13	21	A=[a1,a1+a2];B=[a2]	M_A_B	1	1	0	2	2	1
160	17	21	A=[a1];B=[a1+a2,a2]	M_A_B	1	0	1	1	2	1
160	22	21	B=[a1,a1+a2,a2]	C_B	1	0	3	0	2	1
160	21	21	B=[a1+a1+a2,a2]	C_B	1	0	1	0	1	0
161	5	21	A=[a1,a1,a2,a2]	M_A_B	2	6	0	4	4	0
161	7	21	A=[a1,a1,a2];B=[a2]	C_A	2	3	0	3	4	0
161	13	21	A=[a1,a1+a2];B=[a2]	M_A_B	1	1	0	2	2	1
161	17	21	A=[a1];B=[a1+a2,a2]	M_A_B	1	0	1	1	2	1
161	23	21	B=[a1,a1+a2,a2]	C_B	1	0	3	0	2	1
161	21	21	B=[a1+a2,a1+a2]	C_B	1	0	1	0	0	2
162	5	21	A=[a1,a1,a2,a2]	M_A_B	2	6	0	4	4	0
162	7	21	A=[a1,a1,a2];B=[a2]	C_A	2	3	0	3	4	0
162	13	21	A=[a1,a1+a2];B=[a2]	M_A_B	1	1	0	2	2	1
162	17	21	A=[a1];B=[a1+a2,a2]	M_A_B	1	0	1	1	2	1
162	20	21	B=[a1,a1+a2,a2]	C_B	1	0	3	0	2	1
162	21	21	B=[a1,a1+a2+a2]	C_B	1	0	1	0	1	0
163	5	21	A=[a1,a1,a2,a2]	M_A_B	2	6	0	4	4	0
163	8	21	A=[a1,a1,a2];B=[a2]	M_A_B	2	3	0	3	4	0
163	26	21	A=[a1,a2];B=[a1,a2]	C_A	1	1	1	2	4	0
163	32	21	A=[a1+a2];B=[a1,a2]	C_B	1	0	1	1	2	1
163	23	21	A=[a1+a2];B=[a1+a2]	M_A_B	1	0	0	1	0	2
163	21	21	B=[a1+a2,a1+a2]	C_B	1	0	1	0	0	2
164	5	21	A=[a1,a1,a2,a2]	M_A_B	2	6	0	4	4	0
164	8	21	A=[a1,a1,a2];B=[a2]	M_A_B	2	3	0	3	4	0
164	26	21	A=[a1,a2];B=[a1,a2]	C_A	1	1	1	2	4	0
164	17	21	A=[a1+a2];B=[a1,a2]	M_A_B	1	0	1	1	2	1
164	22	21	B=[a1,a1+a2,a2]	C_B	1	0	3	0	2	1
164	21	21	B=[a1+a1+a2,a2]	C_B	1	0	1	0	1	0
165	5	21	A=[a1,a1,a2,a2]	M_A_B	2	6	0	4	4	0
165	8	21	A=[a1,a1,a2];B=[a2]	M_A_B	2	3	0	3	4	0
165	26	21	A=[a1,a2];B=[a1,a2]	C_A	1	1	1	2	4	0
165	17	21	A=[a1+a2];B=[a1,a2]	M_A_B	1	0	1	1	2	1
165	23	21	B=[a1,a1+a2,a2]	C_B	1	0	3	0	2	1
165	21	21	B=[a1+a2,a1+a2]	C_B	1	0	1	0	0	2
166	5	21	A=[a1,a1,a2,a2]	M_A_B	2	6	0	4	4	0
166	8	21	A=[a1,a1,a2];B=[a2]	M_A_B	2	3	0	3	4	0
166	26	21	A=[a1,a2];B=[a1,a2]	C_A	1	1	1	2	4	0
166	17	21	A=[a1+a2];B=[a1,a2]	M_A_B	1	0	1	1	2	1
166	20	21	B=[a1,a1+a2,a2]	C_B	1	0	3	0	2	1
166	21	21	B=[a1,a1+a2+a2]	C_B	1	0	1	0	1	0
167	5	21	A=[a1,a1,a2,a2]	M_A_B	2	6	0	4	4	0
167	8	21	A=[a1,a1,a2];B=[a2]	M_A_B	2	3	0	3	4	0
167	27	21	A=[a1,a2];B=[a1,a2]	C_B	1	1	1	2	4	0
167	32	21	A=[a1,a2];B=[a1+a2]	C_A	1	1	0	2	2	1
167	23	21	A=[a1+a2];B=[a1+a2]	M_A_B	1	0	0	1	0	2
167	21	21	B=[a1+a2,a1+a2]	C_B	1	0	1	0	0	2
168	5	21	A=[a1,a1,a2,a2]	M_A_B	2	6	0	4	4	0
168	8	21	A=[a1,a1,a2];B=[a2]	M_A_B	2	3	0	3	4	0
168	27	21	A=[a1,a2];B=[a1,a2]	C_B	1	1	1	2	4	0
168	30	21	A=[a1,a2];B=[a1+a2]	M_A_B	1	1	0	2	2	1
168	31	21	A=[a2];B=[a1,a1+a2]	C_B	1	0	1	1	2	1
168	22	21	A=[a2];B=[a1+a1+a2]	M_A_B	1	0	0	1	1	0
168	21	21	B=[a1+a1+a2,a2]	C_B	1	0	1	0	1	0
169	5	21	A=[a1,a1,a2,a2]	M_A_B	2	6	0	4	4	0
169	8	21	A=[a1,a1,a2];B=[a2]	M_A_B	2	3	0	3	4	0
169	27	21	A=[a1,a2];B=[a1,a2]	C_B	1	1	1	2	4	0
169	30	21	A=[a1,a2];B=[a1+a2]	M_A_B	1	1	0	2	2	1
169	17	21	A=[a2];B=[a1,a1+a2]	M_A_B	1	0	1	1	2	1
169	22	21	B=[a1,a1+a2,a2]	C_B	1	0	3	0	2	1
169	21	21	B=[a1+a1+a2,a2]	C_B	1	0	1	0	1	0
170	5	21	A=[a1,a1,a2,a2]	M_A_B	2	6	0	4	4	0
170	8	21	A=[a1,a1,a2];B=[a2]	M_A_B	2	3	0	3	4	0
170	27	21	A=[a1,a2];B=[a1,a2]	C_B	1	1	1	2	4	0
170	30	21	A=[a1,a2];B=[a1+a2]	M_A_B	1	1	0	2	2	1
170	17	21	A=[a2];B=[a1,a1+a2]	M_A_B	1	0	1	1	2	1
170	23	21	B=[a1,a1+a2,a2]	C_B	1	0	3	0	2	1
170	21	21	B=[a1+a2,a1+a2]	C_B	1	0	1	0	0	2
171	5	21	A=[a1,a1,a2,a2]	M_A_B	2	6	0	4	4	0
171	8	21	A=[a1,a1,a2];B=[a2]	M_A_B	2	3	0	3	4	0
171	27	21	A=[a1,a2];B=[a1,a2]	C_B	1	1	1	2	4	0
171	30	21	A=[a1,a2];B=[a1+a2]	M_A_B	1	1	0	2	2	1
171	17	21	A=[a2];B=[a1,a1+a2]	M_A_B	1	0	1	1	2	1
171	20	21	B=[a1,a1+a2,a2]	C_B	1	0	3	0	2	1
171	21	21	B=[a1,a1+a2+a2]	C_B	1	0	1	0	1	0
172	5	21	A=[a1,a1,a2,a2]	M_A_B	2	6	0	4	4	0
172	8	21	A=[a1,a1,a2];B=[a2]	M_A_B	2	3	0	3	4	0
172	27	21	A=[a1,a2];B=[a1,a2]	C_B	1	1	1	2	4	0
172	13	21	A=[a1,a2];B=[a1+a2]	M_A_B	1	1	0	2	2	1
172	24	21	A=[a1];B=[a1+a2,a2]	C_B	1	0	1	1	2	1
172	20	21	A=[a1];B=[a1+a2+a2]	M_A_B	1	0	0	1	1	0
172	21	21	B=[a1,a1+a2+a2]	C_B	1	0	1	0	1	0
173	5	21	A=[a1,a1,a2,a2]	M_A_B	2	6	0	4	4	0
173	8	21	A=[a1,a1,a2];B=[a2]	M_A_B	2	3	0	3	4	0
173	27	21	A=[a1,a2];B=[a1,a2]	C_B	1	1	1	2	4	0
173	13	21	A=[a1,a2];B=[a1+a2]	M_A_B	1	1	0	2	2	1
173	17	21	A=[a1];B=[a1+a2,a2]	M_A_B	1	0	1	1	2	1
173	22	21	B=[a1,a1+a2,a2]	C_B	1	0	3	0	2	1
173	21	21	B=[a1+a1+a2,a2]	C_B	1	0	1	0	1	0
174	5	21	A=[a1,a1,a2,a2]	M_A_B	2	6	0	4	4	0
174	8	21	A=[a1,a1,a2];B=[a2]	M_A_B	2	3	0	3	4	0
174	27	21	A=[a1,a2];B=[a1,a2]	C_B	1	1	1	2	4	0
174	13	21	A=[a1,a2];B=[a1+a2]	M_A_B	1	1	0	2	2	1
174	17	21	A=[a1];B=[a1+a2,a2]	M_A_B	1	0	1	1	2	1
174	23	21	B=[a1,a1+a2,a2]	C_B	1	0	3	0	2	1
174	21	21	B=[a1+a2,a1+a2]	C_B	1	0	1	0	0	2
175	5	21	A=[a1,a1,a2,a2]	M_A_B	2	6	0	4	4	0
175	8	21	A=[a1,a1,a2];B=[a2]	M_A_B	2	3	0	3	4	0
175	27	21	A=[a1,a2];B=[a1,a2]	C_B	1	1	1	2	4	0
175	13	21	A=[a1,a2];B=[a1+a2]	M_A_B	1	1	0	2	2	1
175	17	21	A=[a1];B=[a1+a2,a2]	M_A_B	1	0	1	1	2	1
175	20	21	B=[a1,a1+a2,a2]	C_B	1	0	3	0	2	1
175	21	21	B=[a1,a1+a2+a2]	C_B	1	0	1	0	1	0
176	5	21	A=[a1,a1,a2,a2]	M_A_B	2	6	0	4	4	0
176	8	21	A=[a1,a1,a2];B=[a2]	M_A_B	2	3	0	3	4	0
176	28	21	A=[a1,a2];B=[a1,a2]	M_A_B	1	1	1	2	4	0
176	29	21	A=[a2];B=[a1,a1,a2]	C_B	1	0	3	1	4	0
176	31	21	A=[a2];B=[a1+a1,a2]	C_B	1	0	1	1	2	1
176	22	21	A=[a2];B=[a1+a1+a2]	M_A_B	1	0	0	1	1	0
176	21	21	B=[a1+a1+a2,a2]	C_B	1	0	1	0	1	0
177	5	21	A=[a1,a1,a2,a2]	M_A_B	2	6	0	4	4	0
177	8	21	A=[a1,a1,a2];B=[a2]	M_A_B	2	3	0	3	4	0
177	28	21	A=[a1,a2];B=[a1,a2]	M_A_B	1	1	1	2	4	0
177	29	21	A=[a2];B=[a1,a1,a2]	C_B	1	0	3	1	4	0
177	16	21	A=[a2];B=[a1+a1,a2]	M_A_B	1	0	1	1	2	1
177	22	21	B=[a1+a1,a2,a2]	C_B	2	0	3	0	2	1
177	21	21	B=[a1+a1+a2,a2]	C_B	1	0	1	0	1	0
178	5	21	A=[a1,a1,a2,a2]	M_A_B	2	6	0	4	4	0
178	8	21	A=[a1,a1,a2];B=[a2]	M_A_B	2	3	0	3	4	0
178	28	21	A=[a1,a2];B=[a1,a2]	M_A_B	1	1	1	2	4	0
178	29	21	A=[a2];B=[a1,a1,a2]	C_B	1	0	3	1	4	0
178	16	21	A=[a2];B=[a1+a1,a2]	M_A_B	1	0	1	1	2	1
178	19	21	B=[a1+a1,a2,a2]	C_B	1	0	3	0	2	1
178	21	21	B=[a1+a1,a2+a2]	C_B	1	0	1	0	0	2
179	5	21	A=[a1,a1,a2,a2]	M_A_B	2	6	0	4	4	0
179	8	21	A=[a1,a1,a2];B=[a2]	M_A_B	2	3	0	3	4	0
179	28	21	A=[a1,a2];B=[a1,a2]	M_A_B	1	1	1	2	4	0
179	30	21	A=[a2];B=[a1,a1,a2]	C_B	2	0	3	1	4	0
179	31	21	A=[a2];B=[a1,a1+a2]	C_B	1	0	1	1	2	1
179	22	21	A=[a2];B=[a1+a1+a2]	M_A_B	1	0	0	1	1	0
179	21	21	B=[a1+a1+a2,a2]	C_B	1	0	1	0	1	0
180	5	21	A=[a1,a1,a2,a2]	M_A_B	2	6	0	4	4	0
180	8	21	A=[a1,a1,a2];B=[a2]	M_A_B	2	3	0	3	4	0
180	28	21	A=[a1,a2];B=[a1,a2]	M_A_B	1	1	1	2	4	0
180	30	21	A=[a2];B=[a1,a1,a2]	C_B	2	0	3	1	4	0
180	17	21	A=[a2];B=[a1,a1+a2]	M_A_B	1	0	1	1	2	1
180	22	21	B=[a1,a1+a2,a2]	C_B	1	0	3	0	2	1
180	21	21	B=[a1+a1+a2,a2]	C_B	1	0	1	0	1	0
181	5	21	A=[a1,a1,a2,a2]	M_A_B	2	6	0	4	4	0
181	8	21	A=[a1,a1,a2];B=[a2]	M_A_B	2	3	0	3	4	0
181	28	21	A=[a1,a2];B=[a1,a2]	M_A_B	1	1	1	2	4	0
181	30	21	A=[a2];B=[a1,a1,a2]	C_B	2	0	3	1	4	0
181	17	21	A=[a2];B=[a1,a1+a2]	M_A_B	1	0	1	1	2	1
181	23	21	B=[a1,a1+a2,a2]	C_B	1	0	3	0	2	1
181	21	21	B=[a1+a2,a1+a2]	C_B	1	0	1	0	0	2
182	5	21	A=[a1,a1,a2,a2]	M_A_B	2	6	0	4	4	0
182	8	21	A=[a1,a1,a2];B=[a2]	M_A_B	2	3	0	3	4	0
182	28	21	A=[a1,a2];B=[a1,a2]	M_A_B	1	1	1	2	4	0
182	30	21	A=[a2];B=[a1,a1,a2]	C_B	2	0	3	1	4	0
182	17	21	A=[a2];B=[a1,a1+a2]	M_A_B	1	0	1	1	2	1
182	20	21	B=[a1,a1+a2,a2]	C_B	1	0	3	0	2	1
182	21	21	B=[a1,a1+a2+a2]	C_B	1	0	1	0	1	0
183	5	21	A=[a1,a1,a2,a2]	M_A_B	2	6	0	4	4	0
183	8	21	A=[a1,a1,a2];B=[a2]	M_A_B	2	3	0	3	4	0
183	28	21	A=[a1,a2];B=[a1,a2]	M_A_B	1	1	1	2	4	0
183	15	21	A=[a2];B=[a1,a1,a2]	M_A_B	1	0	3	1	4	0
183	16	21	B=[a1,a1,a2,a2]	C_B	1	0	6	0	4	0
183	22	21	B=[a1+a1,a2,a2]	C_B	2	0	3	0	2	1
183	21	21	B=[a1+a1+a2,a2]	C_B	1	0	1	0	1	0
184	5	21	A=[a1,a1,a2,a2]	M_A_B	2	6	0	4	4	0
184	8	21	A=[a1,a1,a2];B=[a2]	M_A_B	2	3	0	3	4	0
184	28	21	A=[a1,a2];B=[a1,a2]	M_A_B	1	1	1	2	4	0
184	15	21	A=[a2];B=[a1,a1,a2]	M_A_B	1	0	3	1	4	0
184	16	21	B=[a1,a1,a2,a2]	C_B	1	0	6	0	4	0
184	19	21	B=[a1+a1,a2,a2]	C_B	1	0	3	0	2	1
184	21	21	B=[a1+a1,a2+a2]	C_B	1	0	1	0	0	2
185	5	21	A=[a1,a1,a2,a2]	M_A_B	2	6	0	4	4	0
185	8	21	A=[a1,a1,a2];B=[a2]	M_A_B	2	3	0	3	4	0
185	28	21	A=[a1,a2];B=[a1,a2]	M_A_B	1	1	1	2	4	0
185	15	21	A=[a2];B=[a1,a1,a2]	M_A_B	1	0	3	1	4	0
185	17	21	B=[a1,a1,a2,a2]	C_B	4	0	6	0	4	0
185	22	21	B=[a1,a1+a2,a2]	C_B	1	0	3	0	2	1
185	21	21	B=[a1+a1+a2,a2]	C_B	1	0	1	0	1	0
186	5	21	A=[a1,a1,a2,a2]	M_A_B	2	6	0	4	4	0
186	8	21	A=[a1,a1,a2];B=[a2]	M_A_B	2	3	0	3	4	0
186	28	21	A=[a1,a2];B=[a1,a2]	M_A_B	1	1	1	2	4	0
186	15	21	A=[a2];B=[a1,a1,a2]	M_A_B	1	0	3	1	4	0
186	17	21	B=[a1,a1,a2,a2]	C_B	4	0	6	0	4	0
186	23	21	B=[a1,a1+a2,a2]	C_B	1	0	3	0	2	1
186	21	21	B=[a1+a2,a1+a2]	C_B	1	0	1	0	0	2
187	5	21	A=[a1,a1,a2,a2]	M_A_B	2	6	0	4	4	0
187	8	21	A=[a1,a1,a2];B=[a2]	M_A_B	2	3	0	3	4	0
187	28	21	A=[a1,a2];B=[a1,a2]	M_A_B	1	1	1	2	4	0
187	15	21	A=[a2];B=[a1,a1,a2]	M_A_B	1	0	3	1	4	0
187	17	21	B=[a1,a1,a2,a2]	C_B	4	0	6	0	4	0
187	20	21	B=[a1,a1+a2,a2]	C_B	1	0	3	0	2	1
187	21	21	B=[a1,a1+a2+a2]	C_B	1	0	1	0	1	0
188	5	21	A=[a1,a1,a2,a2]	M_A_B	2	6	0	4	4	0
188	8	21	A=[a1,a1,a2];B=[a2]	M_A_B	2	3	0	3	4	0
188	28	21	A=[a1,a2];B=[a1,a2]	M_A_B	1	1	1	2	4	0
188	15	21	A=[a2];B=[a1,a1,a2]	M_A_B	1	0	3	1	4	0
188	18	21	B=[a1,a1,a2,a2]	C_B	1	0	6	0	4	0
188	19	21	B=[a1,a1,a2+a2]	C_B	1	0	3	0	2	1
188	21	21	B=[a1+a1,a2+a2]	C_B	1	0	1	0	0	2
189	5	21	A=[a1,a1,a2,a2]	M_A_B	2	6	0	4	4	0
189	8	21	A=[a1,a1,a2];B=[a2]	M_A_B	2	3	0	3	4	0
189	28	21	A=[a1,a2];B=[a1,a2]	M_A_B	1	1	1	2	4	0
189	15	21	A=[a2];B=[a1,a1,a2]	M_A_B	1	0	3	1	4	0
189	18	21	B=[a1,a1,a2,a2]	C_B	1	0	6	0	4	0
189	20	21	B=[a1,a1,a2+a2]	C_B	2	0	3	0	2	1
189	21	21	B=[a1,a1+a2+a2]	C_B	1	0	1	0	1	0
190	5	21	A=[a1,a1,a2,a2]	M_A_B	2	6	0	4	4	0
190	8	21	A=[a1,a1,a2];B=[a2]	M_A_B	2	3	0	3	4	0
190	12	21	A=[a1,a2];B=[a1,a2]	M_A_B	1	1	1	2	4	0
190	13	21	A=[a1];B=[a1,a2,a2]	C_B	2	0	3	1	4	0
190	24	21	A=[a1];B=[a1+a2,a2]	C_B	1	0	1	1	2	1
190	20	21	A=[a1];B=[a1+a2+a2]	M_A_B	1	0	0	1	1	0
190	21	21	B=[a1,a1+a2+a2]	C_B	1	0	1	0	1	0
191	5	21	A=[a1,a1,a2,a2]	M_A_B	2	6	0	4	4	0
191	8	21	A=[a1,a1,a2];B=[a2]	M_A_B	2	3	0	3	4	0
191	12	21	A=[a1,a2];B=[a1,a2]	M_A_B	1	1	1	2	4	0
191	13	21	A=[a1];B=[a1,a2,a2]	C_B	2	0	3	1	4	0
191	17	21	A=[a1];B=[a1+a2,a2]	M_A_B	1	0	1	1	2	1
191	22	21	B=[a1,a1+a2,a2]	C_B	1	0	3	0	2	1
191	21	21	B=[a1+a1+a2,a2]	C_B	1	0	1	0	1	0
192	5	21	A=[a1,a1,a2,a2]	M_A_B	2	6	0	4	4	0
192	8	21	A=[a1,a1,a2];B=[a2]	M_A_B	2	3	0	3	4	0
192	12	21	A=[a1,a2];B=[a1,a2]	M_A_B	1	1	1	2	4	0
192	13	21	A=[a1];B=[a1,a2,a2]	C_B	2	0	3	1	4	0
192	17	21	A=[a1];B=[a1+a2,a2]	M_A_B	1	0	1	1	2	1
192	23	21	B=[a1,a1+a2,a2]	C_B	1	0	3	0	2	1
192	21	21	B=[a1+a2,a1+a2]	C_B	1	0	1	0	0	2
193	5	21	A=[a1,a1,a2,a2]	M_A_B	2	6	0	4	4	0
193	8	21	A=[a1,a1,a2];B=[a2]	M_A_B	2	3	0	3	4	0
193	12	21	A=[a1,a2];B=[a1,a2]	M_A_B	1	1	1	2	4	0
193	13	21	A=[a1];B=[a1,a2,a2]	C_B	2	0	3	1	4	0
193	17	21	A=[a1];B=[a1+a2,a2]	M_A_B	1	0	1	1	2	1
193	20	21	B=[a1,a1+a2,a2]	C_B	1	0	3	0	2	1
193	21	21	B=[a1,a1+a2+a2]	C_B	1	0	1	0	1	0
194	5	21	A=[a1,a1,a2,a2]	M_A_B	2	6	0	4	4	0
194	8	21	A=[a1,a1,a2];B=[a2]	M_A_B	2	3	0	3	4	0
194	12	21	A=[a1,a2];B=[a1,a2]	M_A_B	1	1	1	2	4	0
194	14	21	A=[a1];B=[a1,a2,a2]	C_B	1	0	3	1	4	0
194	24	21	A=[a1];B=[a1,a2+a2]	C_B	1	0	1	1	2	1
194	20	21	A=[a1];B=[a1+a2+a2]	M_A_B	1	0	0	1	1	0
194	21	21	B=[a1,a1+a2+a2]	C_B	1	0	1	0	1	0
195	5	21	A=[a1,a1,a2,a2]	M_A_B	2	6	0	4	4	0
195	8	21	A=[a1,a1,a2];B=[a2]	M_A_B	2	3	0	3	4	0
195	12	21	A=[a1,a2];B=[a1,a2]	M_A_B	1	1	1	2	4	0
195	14	21	A=[a1];B=[a1,a2,a2]	C_B	1	0	3	1	4	0
195	18	21	A=[a1];B=[a1,a2+a2]	M_A_B	1	0	1	1	2	1
195	19	21	B=[a1,a1,a2+a2]	C_B	1	0	3	0	2	1
195	21	21	B=[a1+a1,a2+a2]	C_B	1	0	1	0	0	2
196	5	21	A=[a1,a1,a2,a2]	M_A_B	2	6	0	4	4	0
196	8	21	A=[a1,a1,a2];B=[a2]	M_A_B	2	3	0	3	4	0
196	12	21	A=[a1,a2];B=[a1,a2]	M_A_B	1	1	1	2	4	0
196	14	21	A=[a1];B=[a1,a2,a2]	C_B	1	0	3	1	4	0
196	18	21	A=[a1];B=[a1,a2+a2]	M_A_B	1	0	1	1	2	1
196	20	21	B=[a1,a1,a2+a2]	C_B	2	0	3	0	2	1
196	21	21	B=[a1,a1+a2+a2]	C_B	1	0	1	0	1	0
197	5	21	A=[a1,a1,a2,a2]	M_A_B	2	6	0	4	4	0
197	8	21	A=[a1,a1,a2];B=[a2]	M_A_B	2	3	0	3	4	0
197	12	21	A=[a1,a2];B=[a1,a2]	M_A_B	1	1	1	2	4	0
197	15	21	A=[a1];B=[a1,a2,a2]	M_A_B	1	0	3	1	4	0
197	16	21	B=[a1,a1,a2,a2]	C_B	1	0	6	0	4	0
197	22	21	B=[a1+a1,a2,a2]	C_B	2	0	3	0	2	1
197	21	21	B=[a1+a1+a2,a2]	C_B	1	0	1	0	1	0
