"key","m_e","N_mel","N_cyd"
59,0.,0.4723746496815843,0.6963897385738544
60,0.,0.4723746496815843,0.870487173217318
61,0.,0.4723746496815843,1.0445846078607817
62,0.,0.4723746496815843,1.2186820425042453
63,0.,0.4723746496815843,1.3927794771477089
64,0.,0.4723746496815843,1.5668769117911725
65,0.,0.4723746496815843,1.740974346434636
66,0.,0.4723746496815843,1.9150717810780997
67,0.,0.5511037579618483,0.1740974346434636
68,0.,0.5511037579618483,0.3481948692869272
69,0.,0.5511037579618483,0.5222923039303908
70,0.,0.5511037579618483,0.6963897385738544
71,0.,0.5511037579618483,0.870487173217318
72,0.,0.5511037579618483,1.0445846078607817
73,0.,0.5511037579618483,1.2186820425042453
74,0.,0.5511037579618483,1.3927794771477089
75,0.,0.5511037579618483,1.5668769117911725
76,0.,0.5511037579618483,1.740974346434636
77,0.,0.5511037579618483,1.9150717810780997
78,0.,0.6298328662421124,0.1740974346434636
79,0.,0.6298328662421124,0.3481948692869272
80,0.,0.6298328662421124,0.5222923039303908
81,0.,0.6298328662421124,0.6963897385738544
82,0.,0.6298328662421124,0.870487173217318
83,0.,0.6298328662421124,1.0445846078607817
84,0.,0.6298328662421124,1.2186820425042453
85,0.,0.6298328662421124,1.3927794771477089
86,0.,0.6298328662421124,1.5668769117911725
87,0.,0.6298328662421124,1.740974346434636
88,0.,0.6298328662421124,1.9150717810780997
89,0.,0.7085619745223765,0.1740974346434636
90,0.,0.7085619745223765,0.3481948692869272
91,0.,0.7085619745223765,0.5222923039303908
92,0.,0.7085619745223765,0.6963897385738544
93,0.,0.7085619745223765,0.870487173217318
94,0.,0.7085619745223765,1.0445846078607817
95,0.,0.7085619745223765,1.2186820425042453
96,0.,0.7085619745223765,1.3927794771477089
97,0.,0.7085619745223765,1.5668769117911725
98,0.,0.7085619745223765,1.740974346434636
99,0.,0.7085619745223765,1.9150717810780997
100,0.,0.7872910828026405,0.1740974346434636
101,0.,0.7872910828026405,0.3481948692869272
102,0.,0.7872910828026405,0.5222923039303908
103,0.,0.7872910828026405,0.6963897385738544
104,0.,0.7872910828026405,0.870487173217318
105,0.,0.7872910828026405,1.0445846078607817
106,0.,0.7872910828026405,1.2186820425042453
107,0.,0.7872910828026405,1.3927794771477089
108,0.,0.7872910828026405,1.5668769117911725
109,0.,0.7872910828026405,1.740974346434636
110,0.,0.7872910828026405,1.9150717810780997
111,0.,0.8660201910829045,0.1740974346434636
112,0.,0.8660201910829045,0.3481948692869272
113,0.,0.8660201910829045,0.5222923039303908
114,0.,0.8660201910829045,0.6963897385738544
115,0.,0.8660201910829045,0.870487173217318
116,0.,0.8660201910829045,1.0445846078607817
117,0.,0.8660201910829045,1.2186820425042453
118,0.,0.8660201910829045,1.3927794771477089
119,0.,0.8660201910829045,1.5668769117911725
120,0.,0.8660201910829045,1.740974346434636
121,0.,0.8660201910829045,1.9150717810780997
122,8.518269538547229e-8,0.07872910828026405,0.1740974346434636
123,8.518269538547229e-8,0.07872910828026405,0.3481948692869272
124,8.518269538547229e-8,0.07872910828026405,0.5222923039303908
125,8.518269538547229e-8,0.07872910828026405,0.6963897385738544
126,8.518269538547229e-8,0.07872910828026405,0.870487173217318
127,8.518269538547229e-8,0.07872910828026405,1.0445846078607817
128,8.518269538547229e-8,0.07872910828026405,1.2186820425042453
129,8.518269538547229e-8,0.07872910828026405,1.3927794771477089
130,8.518269538547229e-8,0.07872910828026405,1.5668769117911725
131,8.518269538547229e-8,0.07872910828026405,1.740974346434636
132,8.518269538547229e-8,0.07872910828026405,1.9150717810780997
133,8.518269538547229e-8,0.1574582165605281,0.1740974346434636
134,8.518269538547229e-8,0.1574582165605281,0.3481948692869272
135,8.518269538547229e-8,0.1574582165605281,0.5222923039303908
136,8.518269538547229e-8,0.1574582165605281,0.6963897385738544
137,8.518269538547229e-8,0.1574582165605281,0.870487173217318
138,8.518269538547229e-8,0.1574582165605281,1.0445846078607817
139,8.518269538547229e-8,0.1574582165605281,1.2186820425042453
140,8.518269538547229e-8,0.1574582165605281,1.3927794771477089
141,8.518269538547229e-8,0.1574582165605281,1.5668769117911725
142,8.518269538547229e-8,0.1574582165605281,1.740974346434636
143,8.518269538547229e-8,0.1574582165605281,1.9150717810780997
144,8.518269538547229e-8,0.23618732484079216,0.1740974346434636
145,8.518269538547229e-8,0.23618732484079216,0.3481948692869272
146,8.518269538547229e-8,0.23618732484079216,0.5222923039303908
147,8.518269538547229e-8,0.23618732484079216,0.6963897385738544
148,8.518269538547229e-8,0.23618732484079216,0.870487173217318
149,8.518269538547229e-8,0.23618732484079216,1.0445846078607817
150,8.518269538547229e-8,0.23618732484079216,1.2186820425042453
151,8.518269538547229e-8,0.23618732484079216,1.3927794771477089
152,8.518269538547229e-8,0.23618732484079216,1.5668769117911725
153,8.518269538547229e-8,0.23618732484079216,1.740974346434636
154,8.518269538547229e-8,0.23618732484079216,1.9150717810780997
155,8.518269538547229e-8,0.3149164331210562,0.1740974346434636
156,8.518269538547229e-8,0.3149164331210562,0.3481948692869272
157,8.518269538547229e-8,0.3149164331210562,0.5222923039303908
158,8.518269538547229e-8,0.3149164331210562,0.6963897385738544
159,8.518269538547229e-8,0.3149164331210562,0.870487173217318
160,8.518269538547229e-8,0.3149164331210562,1.0445846078607817
161,8.518269538547229e-8,0.3149164331210562,1.2186820425042453
162,8.518269538547229e-8,0.3149164331210562,1.3927794771477089
163,8.518269538547229e-8,0.3149164331210562,1.5668769117911725
164,8.518269538547229e-8,0.3149164331210562,1.740974346434636
165,8.518269538547229e-8,0.3149164331210562,1.9150717810780997
166,8.518269538547229e-8,0.39364554140132024,0.1740974346434636
167,8.518269538547229e-8,0.39364554140132024,0.3481948692869272
168,8.518269538547229e-8,0.39364554140132024,0.5222923039303908
169,8.518269538547229e-8,0.39364554140132024,0.6963897385738544
170,8.518269538547229e-8,0.39364554140132024,0.870487173217318
171,8.518269538547229e-8,0.39364554140132024,1.0445846078607817
172,8.518269538547229e-8,0.39364554140132024,1.2186820425042453
173,8.518269538547229e-8,0.39364554140132024,1.3927794771477089
174,8.518269538547229e-8,0.39364554140132024,1.5668769117911725
175,8.518269538547229e-8,0.39364554140132024,1.740974346434636
176,8.518269538547229e-8,0.39364554140132024,1.9150717810780997
177,8.518269538547229e-8,0.4723746496815843,0.1740974346434636
178,8.518269538547229e-8,0.4723746496815843,0.3481948692869272
179,8.518269538547229e-8,0.4723746496815843,0.5222923039303908
180,8.518269538547229e-8,0.4723746496815843,0.6963897385738544
181,8.518269538547229e-8,0.4723746496815843,0.870487173217318
182,8.518269538547229e-8,0.4723746496815843,1.0445846078607817
183,8.518269538547229e-8,0.4723746496815843,1.2186820425042453
184,8.518269538547229e-8,0.4723746496815843,1.3927794771477089
185,8.518269538547229e-8,0.4723746496815843,1.5668769117911725
186,8.518269538547229e-8,0.4723746496815843,1.740974346434636
187,8.518269538547229e-8,0.4723746496815843,1.9150717810780997
188,8.518269538547229e-8,0.5511037579618483,0.1740974346434636
189,8.518269538547229e-8,0.5511037579618483,0.3481948692869272
190,8.518269538547229e-8,0.5511037579618483,0.5222923039303908
191,8.518269538547229e-8,0.5511037579618483,0.6963897385738544
192,8.518269538547229e-8,0.5511037579618483,0.870487173217318
193,8.518269538547229e-8,0.5511037579618483,1.0445846078607817
194,8.518269538547229e-8,0.5511037579618483,1.2186820425042453
195,8.518269538547229e-8,0.5511037579618483,1.3927794771477089
196,8.518269538547229e-8,0.5511037579618483,1.5668769117911725
197,8.518269538547229e-8,0.5511037579618483,1.740974346434636
198,8.518269538547229e-8,0.5511037579618483,1.9150717810780997
199,8.518269538547229e-8,0.6298328662421124,0.1740974346434636
200,8.518269538547229e-8,0.6298328662421124,0.3481948692869272
201,8.518269538547229e-8,0.6298328662421124,0.5222923039303908
202,8.518269538547229e-8,0.6298328662421124,0.6963897385738544
203,8.518269538547229e-8,0.6298328662421124,0.870487173217318
204,8.518269538547229e-8,0.6298328662421124,1.0445846078607817
205,8.518269538547229e-8,0.6298328662421124,1.2186820425042453
206,8.518269538547229e-8,0.6298328662421124,1.3927794771477089
207,8.518269538547229e-8,0.6298328662421124,1.5668769117911725
208,8.518269538547229e-8,0.6298328662421124,1.740974346434636
209,8.518269538547229e-8,0.6298328662421124,1.9150717810780997
210,8.518269538547229e-8,0.7085619745223765,0.1740974346434636
211,8.518269538547229e-8,0.7085619745223765,0.3481948692869272
212,8.518269538547229e-8,0.7085619745223765,0.5222923039303908
213,8.518269538547229e-8,0.7085619745223765,0.6963897385738544
214,8.518269538547229e-8,0.7085619745223765,0.870487173217318
215,8.518269538547229e-8,0.7085619745223765,1.0445846078607817
216,8.518269538547229e-8,0.7085619745223765,1.2186820425042453
217,8.518269538547229e-8,0.7085619745223765,1.3927794771477089
218,8.518269538547229e-8,0.7085619745223765,1.5668769117911725
219,8.518269538547229e-8,0.7085619745223765,1.740974346434636
220,8.518269538547229e-8,0.7085619745223765,1.9150717810780997
221,8.518269538547229e-8,0.7872910828026405,0.1740974346434636
222,8.518269538547229e-8,0.7872910828026405,0.3481948692869272
223,8.518269538547229e-8,0.7872910828026405,0.5222923039303908
224,8.518269538547229e-8,0.7872910828026405,0.6963897385738544
225,8.518269538547229e-8,0.7872910828026405,0.870487173217318
226,8.518269538547229e-8,0.7872910828026405,1.0445846078607817
227,8.518269538547229e-8,0.7872910828026405,1.2186820425042453
228,8.518269538547229e-8,0.7872910828026405,1.3927794771477089
229,8.518269538547229e-8,0.7872910828026405,1.5668769117911725
230,8.518269538547229e-8,0.7872910828026405,1.740974346434636
231,8.518269538547229e-8,0.7872910828026405,1.9150717810780997
232,8.518269538547229e-8,0.8660201910829045,0.1740974346434636
233,8.518269538547229e-8,0.8660201910829045,0.3481948692869272
234,8.518269538547229e-8,0.8660201910829045,0.5222923039303908
235,8.518269538547229e-8,0.8660201910829045,0.6963897385738544
236,8.518269538547229e-8,0.8660201910829045,0.870487173217318
237,8.518269538547229e-8,0.8660201910829045,1.0445846078607817
238,8.518269538547229e-8,0.8660201910829045,1.2186820425042453
239,8.518269538547229e-8,0.8660201910829045,1.3927794771477089
240,8.518269538547229e-8,0.8660201910829045,1.5668769117911725
241,8.518269538547229e-8,0.8660201910829045,1.740974346434636
242,8.518269538547229e-8,0.8660201910829045,1.9150717810780997
243,1.7036539077094458e-7,0.07872910828026405,0.1740974346434636
244,1.7036539077094458e-7,0.07872910828026405,0.3481948692869272
245,1.7036539077094458e-7,0.07872910828026405,0.5222923039303908
246,1.7036539077094458e-7,0.07872910828026405,0.6963897385738544
247,1.7036539077094458e-7,0.07872910828026405,0.870487173217318
248,1.7036539077094458e-7,0.07872910828026405,1.0445846078607817
249,1.7036539077094458e-7,0.07872910828026405,1.2186820425042453
250,1.7036539077094458e-7,0.07872910828026405,1.3927794771477089
251,1.7036539077094458e-7,0.07872910828026405,1.5668769117911725
252,1.7036539077094458e-7,0.07872910828026405,1.740974346434636
253,1.7036539077094458e-7,0.07872910828026405,1.9150717810780997
254,1.7036539077094458e-7,0.1574582165605281,0.1740974346434636
255,1.7036539077094458e-7,0.1574582165605281,0.3481948692869272
256,1.7036539077094458e-7,0.1574582165605281,0.5222923039303908
257,1.7036539077094458e-7,0.1574582165605281,0.6963897385738544
258,1.7036539077094458e-7,0.1574582165605281,0.870487173217318
259,1.7036539077094458e-7,0.1574582165605281,1.0445846078607817
260,1.7036539077094458e-7,0.1574582165605281,1.2186820425042453
261,1.7036539077094458e-7,0.1574582165605281,1.3927794771477089
262,1.7036539077094458e-7,0.1574582165605281,1.5668769117911725
263,1.7036539077094458e-7,0.1574582165605281,1.740974346434636
264,1.7036539077094458e-7,0.1574582165605281,1.9150717810780997
265,1.7036539077094458e-7,0.23618732484079216,0.1740974346434636
266,1.7036539077094458e-7,0.23618732484079216,0.3481948692869272
267,1.7036539077094458e-7,0.23618732484079216,0.5222923039303908
268,1.7036539077094458e-7,0.23618732484079216,0.6963897385738544
269,1.7036539077094458e-7,0.23618732484079216,0.870487173217318
270,1.7036539077094458e-7,0.23618732484079216,1.0445846078607817
271,1.7036539077094458e-7,0.23618732484079216,1.2186820425042453
272,1.7036539077094458e-7,0.23618732484079216,1.3927794771477089
273,1.7036539077094458e-7,0.23618732484079216,1.5668769117911725
274,1.7036539077094458e-7,0.23618732484079216,1.740974346434636
275,1.7036539077094458e-7,0.23618732484079216,1.9150717810780997
276,1.7036539077094458e-7,0.3149164331210562,0.1740974346434636
277,1.7036539077094458e-7,0.3149164331210562,0.3481948692869272
278,1.7036539077094458e-7,0.3149164331210562,0.5222923039303908
279,1.7036539077094458e-7,0.3149164331210562,0.6963897385738544
280,1.7036539077094458e-7,0.3149164331210562,0.870487173217318
281,1.7036539077094458e-7,0.3149164331210562,1.0445846078607817
282,1.7036539077094458e-7,0.3149164331210562,1.2186820425042453
283,1.7036539077094458e-7,0.3149164331210562,1.3927794771477089
284,1.7036539077094458e-7,0.3149164331210562,1.5668769117911725
285,1.7036539077094458e-7,0.3149164331210562,1.740974346434636
286,1.7036539077094458e-7,0.3149164331210562,1.9150717810780997
287,1.7036539077094458e-7,0.39364554140132024,0.1740974346434636
288,1.7036539077094458e-7,0.39364554140132024,0.3481948692869272
289,1.7036539077094458e-7,0.39364554140132024,0.5222923039303908
290,1.7036539077094458e-7,0.39364554140132024,0.6963897385738544
291,1.7036539077094458e-7,0.39364554140132024,0.870487173217318
292,1.7036539077094458e-7,0.39364554140132024,1.0445846078607817
293,1.7036539077094458e-7,0.39364554140132024,1.2186820425042453
294,1.7036539077094458e-7,0.39364554140132024,1.3927794771477089
295,1.7036539077094458e-7,0.39364554140132024,1.5668769117911725
296,1.7036539077094458e-7,0.39364554140132024,1.740974346434636
297,1.7036539077094458e-7,0.39364554140132024,1.9150717810780997
298,1.7036539077094458e-7,0.4723746496815843,0.1740974346434636
299,1.7036539077094458e-7,0.4723746496815843,0.3481948692869272
300,1.7036539077094458e-7,0.4723746496815843,0.5222923039303908
301,1.7036539077094458e-7,0.4723746496815843,0.6963897385738544
302,1.7036539077094458e-7,0.4723746496815843,0.870487173217318
303,1.7036539077094458e-7,0.4723746496815843,1.0445846078607817
304,1.7036539077094458e-7,0.4723746496815843,1.2186820425042453
305,1.7036539077094458e-7,0.4723746496815843,1.3927794771477089
306,1.7036539077094458e-7,0.4723746496815843,1.5668769117911725
307,1.7036539077094458e-7,0.4723746496815843,1.740974346434636
308,1.7036539077094458e-7,0.4723746496815843,1.9150717810780997
309,1.7036539077094458e-7,0.5511037579618483,0.1740974346434636
310,1.7036539077094458e-7,0.5511037579618483,0.3481948692869272
311,1.7036539077094458e-7,0.5511037579618483,0.5222923039303908
312,1.7036539077094458e-7,0.5511037579618483,0.6963897385738544
313,1.7036539077094458e-7,0.5511037579618483,0.870487173217318
314,1.7036539077094458e-7,0.5511037579618483,1.0445846078607817
315,1.7036539077094458e-7,0.5511037579618483,1.2186820425042453
316,1.7036539077094458e-7,0.5511037579618483,1.3927794771477089
317,1.7036539077094458e-7,0.5511037579618483,1.5668769117911725
318,1.7036539077094458e-7,0.5511037579618483,1.740974346434636
319,1.7036539077094458e-7,0.5511037579618483,1.9150717810780997
320,1.7036539077094458e-7,0.6298328662421124,0.1740974346434636
321,1.7036539077094458e-7,0.6298328662421124,0.3481948692869272
322,1.7036539077094458e-7,0.6298328662421124,0.5222923039303908
323,1.7036539077094458e-7,0.6298328662421124,0.6963897385738544
324,1.7036539077094458e-7,0.6298328662421124,0.870487173217318
325,1.7036539077094458e-7,0.6298328662421124,1.0445846078607817
326,1.7036539077094458e-7,0.6298328662421124,1.2186820425042453
327,1.7036539077094458e-7,0.6298328662421124,1.3927794771477089
328,1.7036539077094458e-7,0.6298328662421124,1.5668769117911725
329,1.7036539077094458e-7,0.6298328662421124,1.740974346434636
330,1.7036539077094458e-7,0.6298328662421124,1.9150717810780997
331,1.7036539077094458e-7,0.7085619745223765,0.1740974346434636
332,1.7036539077094458e-7,0.7085619745223765,0.3481948692869272
333,1.7036539077094458e-7,0.7085619745223765,0.5222923039303908
334,1.7036539077094458e-7,0.7085619745223765,0.6963897385738544
335,1.7036539077094458e-7,0.7085619745223765,0.870487173217318
336,1.7036539077094458e-7,0.7085619745223765,1.0445846078607817
337,1.7036539077094458e-7,0.7085619745223765,1.2186820425042453
338,1.7036539077094458e-7,0.7085619745223765,1.3927794771477089
339,1.7036539077094458e-7,0.7085619745223765,1.5668769117911725
340,1.7036539077094458e-7,0.7085619745223765,1.740974346434636
341,1.7036539077094458e-7,0.7085619745223765,1.9150717810780997
342,1.7036539077094458e-7,0.7872910828026405,0.1740974346434636
343,1.7036539077094458e-7,0.7872910828026405,0.3481948692869272
344,1.7036539077094458e-7,0.7872910828026405,0.5222923039303908
345,1.7036539077094458e-7,0.7872910828026405,0.6963897385738544
346,1.7036539077094458e-7,0.7872910828026405,0.870487173217318
347,1.7036539077094458e-7,0.7872910828026405,1.0445846078607817
348,1.7036539077094458e-7,0.7872910828026405,1.2186820425042453
349,1.7036539077094458e-7,0.7872910828026405,1.3927794771477089
350,1.7036539077094458e-7,0.7872910828026405,1.5668769117911725
351,1.7036539077094458e-7,0.7872910828026405,1.740974346434636
352,1.7036539077094458e-7,0.7872910828026405,1.9150717810780997
353,1.7036539077094458e-7,0.8660201910829045,0.1740974346434636
354,1.7036539077094458e-7,0.8660201910829045,0.3481948692869272
355,1.7036539077094458e-7,0.8660201910829045,0.5222923039303908
356,1.7036539077094458e-7,0.8660201910829045,0.6963897385738544
357,1.7036539077094458e-7,0.8660201910829045,0.870487173217318
358,1.7036539077094458e-7,0.8660201910829045,1.0445846078607817
359,1.7036539077094458e-7,0.8660201910829045,1.2186820425042453
360,1.7036539077094458e-7,0.8660201910829045,1.3927794771477089
361,1.7036539077094458e-7,0.8660201910829045,1.5668769117911725
362,1.7036539077094458e-7,0.8660201910829045,1.740974346434636
363,1.7036539077094458e-7,0.8660201910829045,1.9150717810780997
364,2.5554808615641684e-7,0.07872910828026405,0.1740974346434636
365,2.5554808615641684e-7,0.07872910828026405,0.3481948692869272
366,2.5554808615641684e-7,0.07872910828026405,0.5222923039303908
367,2.5554808615641684e-7,0.07872910828026405,0.6963897385738544
368,2.5554808615641684e-7,0.07872910828026405,0.870487173217318
369,2.5554808615641684e-7,0.07872910828026405,1.0445846078607817
370,2.5554808615641684e-7,0.07872910828026405,1.2186820425042453
371,2.5554808615641684e-7,0.07872910828026405,1.3927794771477089
372,2.5554808615641684e-7,0.07872910828026405,1.5668769117911725
373,2.5554808615641684e-7,0.07872910828026405,1.740974346434636
374,2.5554808615641684e-7,0.07872910828026405,1.9150717810780997
375,2.5554808615641684e-7,0.1574582165605281,0.1740974346434636
376,2.5554808615641684e-7,0.1574582165605281,0.3481948692869272
377,2.5554808615641684e-7,0.1574582165605281,0.5222923039303908
378,2.5554808615641684e-7,0.1574582165605281,0.6963897385738544
379,2.5554808615641684e-7,0.1574582165605281,0.870487173217318
380,2.5554808615641684e-7,0.1574582165605281,1.0445846078607817
381,2.5554808615641684e-7,0.1574582165605281,1.2186820425042453
382,2.5554808615641684e-7,0.1574582165605281,1.3927794771477089
383,2.5554808615641684e-7,0.1574582165605281,1.5668769117911725
384,2.5554808615641684e-7,0.1574582165605281,1.740974346434636
385,2.5554808615641684e-7,0.1574582165605281,1.9150717810780997
386,2.5554808615641684e-7,0.23618732484079216,0.1740974346434636
387,2.5554808615641684e-7,0.23618732484079216,0.3481948692869272
388,2.5554808615641684e-7,0.23618732484079216,0.5222923039303908
389,2.5554808615641684e-7,0.23618732484079216,0.6963897385738544
390,2.5554808615641684e-7,0.23618732484079216,0.870487173217318
391,2.5554808615641684e-7,0.23618732484079216,1.0445846078607817
392,2.5554808615641684e-7,0.23618732484079216,1.2186820425042453
393,2.5554808615641684e-7,0.23618732484079216,1.3927794771477089
394,2.5554808615641684e-7,0.23618732484079216,1.5668769117911725
395,2.5554808615641684e-7,0.23618732484079216,1.740974346434636
396,2.5554808615641684e-7,0.23618732484079216,1.9150717810780997
397,2.5554808615641684e-7,0.3149164331210562,0.1740974346434636
398,2.5554808615641684e-7,0.3149164331210562,0.3481948692869272
399,2.5554808615641684e-7,0.3149164331210562,0.5222923039303908
400,2.5554808615641684e-7,0.3149164331210562,0.6963897385738544
401,2.5554808615641684e-7,0.3149164331210562,0.870487173217318
402,2.5554808615641684e-7,0.3149164331210562,1.0445846078607817
403,2.5554808615641684e-7,0.3149164331210562,1.2186820425042453
404,2.5554808615641684e-7,0.3149164331210562,1.3927794771477089
405,2.5554808615641684e-7,0.3149164331210562,1.5668769117911725
406,2.5554808615641684e-7,0.3149164331210562,1.740974346434636
407,2.5554808615641684e-7,0.3149164331210562,1.9150717810780997
408,2.5554808615641684e-7,0.39364554140132024,0.1740974346434636
409,2.5554808615641684e-7,0.39364554140132024,0.3481948692869272
410,2.5554808615641684e-7,0.39364554140132024,0.5222923039303908
411,2.5554808615641684e-7,0.39364554140132024,0.6963897385738544
412,2.5554808615641684e-7,0.39364554140132024,0.870487173217318
413,2.5554808615641684e-7,0.39364554140132024,1.0445846078607817
414,2.5554808615641684e-7,0.39364554140132024,1.2186820425042453
415,2.5554808615641684e-7,0.39364554140132024,1.3927794771477089
416,2.5554808615641684e-7,0.39364554140132024,1.5668769117911725
417,2.5554808615641684e-7,0.39364554140132024,1.740974346434636
418,2.5554808615641684e-7,0.39364554140132024,1.9150717810780997
419,2.5554808615641684e-7,0.4723746496815843,0.1740974346434636
420,2.5554808615641684e-7,0.4723746496815843,0.3481948692869272
421,2.5554808615641684e-7,0.4723746496815843,0.5222923039303908
422,2.5554808615641684e-7,0.4723746496815843,0.6963897385738544
423,2.5554808615641684e-7,0.4723746496815843,0.870487173217318
424,2.5554808615641684e-7,0.4723746496815843,1.0445846078607817
425,2.5554808615641684e-7,0.4723746496815843,1.2186820425042453
426,2.5554808615641684e-7,0.4723746496815843,1.3927794771477089
427,2.5554808615641684e-7,0.4723746496815843,1.5668769117911725
428,2.5554808615641684e-7,0.4723746496815843,1.740974346434636
429,2.5554808615641684e-7,0.4723746496815843,1.9150717810780997
430,2.5554808615641684e-7,0.5511037579618483,0.1740974346434636
431,2.5554808615641684e-7,0.5511037579618483,0.3481948692869272
432,2.5554808615641684e-7,0.5511037579618483,0.5222923039303908
433,2.5554808615641684e-7,0.5511037579618483,0.6963897385738544
434,2.5554808615641684e-7,0.5511037579618483,0.870487173217318
435,2.5554808615641684e-7,0.5511037579618483,1.0445846078607817
436,2.5554808615641684e-7,0.5511037579618483,1.2186820425042453
437,2.5554808615641684e-7,0.5511037579618483,1.3927794771477089
438,2.5554808615641684e-7,0.5511037579618483,1.5668769117911725
439,2.5554808615641684e-7,0.5511037579618483,1.740974346434636
440,2.5554808615641684e-7,0.5511037579618483,1.9150717810780997
441,2.5554808615641684e-7,0.6298328662421124,0.1740974346434636
442,2.5554808615641684e-7,0.6298328662421124,0.3481948692869272
443,2.5554808615641684e-7,0.6298328662421124,0.5222923039303908
444,2.5554808615641684e-7,0.6298328662421124,0.6963897385738544
445,2.5554808615641684e-7,0.6298328662421124,0.870487173217318
446,2.5554808615641684e-7,0.6298328662421124,1.0445846078607817
447,2.5554808615641684e-7,0.6298328662421124,1.2186820425042453
448,2.5554808615641684e-7,0.6298328662421124,1.3927794771477089
449,2.5554808615641684e-7,0.6298328662421124,1.5668769117911725
450,2.5554808615641684e-7,0.6298328662421124,1.740974346434636
451,2.5554808615641684e-7,0.6298328662421124,1.9150717810780997
452,2.5554808615641684e-7,0.7085619745223765,0.1740974346434636
453,2.5554808615641684e-7,0.7085619745223765,0.3481948692869272
454,2.5554808615641684e-7,0.7085619745223765,0.5222923039303908
455,2.5554808615641684e-7,0.7085619745223765,0.6963897385738544
456,2.5554808615641684e-7,0.7085619745223765,0.870487173217318
457,2.5554808615641684e-7,0.7085619745223765,1.0445846078607817
458,2.5554808615641684e-7,0.7085619745223765,1.2186820425042453
459,2.5554808615641684e-7,0.7085619745223765,1.3927794771477089
460,2.5554808615641684e-7,0.7085619745223765,1.5668769117911725
461,2.5554808615641684e-7,0.7085619745223765,1.740974346434636
462,2.5554808615641684e-7,0.7085619745223765,1.9150717810780997
463,2.5554808615641684e-7,0.7872910828026405,0.1740974346434636
464,2.5554808615641684e-7,0.7872910828026405,0.3481948692869272
465,2.5554808615641684e-7,0.7872910828026405,0.5222923039303908
466,2.5554808615641684e-7,0.7872910828026405,0.6963897385738544
467,2.5554808615641684e-7,0.7872910828026405,0.870487173217318
468,2.5554808615641684e-7,0.7872910828026405,1.0445846078607817
469,2.5554808615641684e-7,0.7872910828026405,1.2186820425042453
470,2.5554808615641684e-7,0.7872910828026405,1.3927794771477089
471,2.5554808615641684e-7,0.7872910828026405,1.5668769117911725
472,2.5554808615641684e-7,0.7872910828026405,1.740974346434636
473,2.5554808615641684e-7,0.7872910828026405,1.9150717810780997
474,2.5554808615641684e-7,0.8660201910829045,0.1740974346434636
475,2.5554808615641684e-7,0.8660201910829045,0.3481948692869272
476,2.5554808615641684e-7,0.8660201910829045,0.5222923039303908
