hetA	fixed	hetB	hetAB	probability
2	0	1	0	0.011510638285940431
0	0	0	0	0.041901416013959275
0	0	1	0	0.03107052292562644
0	0	2	0	0.021415583671562682
0	0	0	1	6.677524827463086e-05
0	0	1	1	0.0001340962756682866
0	0	2	1	0.0001378813447938702
0	0	0	2	2.6361997764961887e-05
0	0	1	2	5.1644298775333076e-05
0	0	2	2	5.132153207770148e-05
0	1	0	0	0.06223878748205277
0	1	1	0	0.03705342558929178
0	1	2	0	0.02140020473319028
0	2	0	0	0.05458367463207377
0	2	1	0	0.02809415919444396
0	2	2	0	0.014094180942661148
1	0	1	0	0.019332543613206167
1	0	2	0	0.013182356948168246
1	0	0	1	0.0001340962756682866
1	0	1	1	0.00027169257921671515
1	0	2	1	0.00028198181097084587
1	0	0	2	5.164429877533307e-05
1	0	1	2	0.00010221463148476606
1	0	2	2	0.00010275132209842116
1	1	0	0	0.03176539599187043
1	1	1	0	0.017921142076103413
1	1	2	0	0.009797032033066193
1	2	0	0	0.02461126560048144
1	2	1	0	0.012089646107852268
1	2	2	0	0.00576803378246707
2	0	0	0	0.01577828289427275
2	0	2	0	0.007677141913501045
2	0	0	1	0.0001378813447938702
2	0	1	1	0.00028198181097084587
2	0	2	1	0.0002954874194783235
2	0	0	2	5.132153207770148e-05
2	0	1	2	0.00010275132209842116
2	0	2	2	0.00010462719127754767
2	1	0	0	0.015917245388596627
2	1	1	0	0.008438040536443479
2	1	2	0	0.004300246257548308
2	2	0	0	0.010842687466967663
2	2	1	0	0.005054807666679082
2	2	2	0	0.0022791503909667904
*	*	*	*	0.5305041243752595
